english,igbo
nothing happened.,Ọ dịghị ihe mere.
nothing happened. later,Ọ dịghị ihe mere.
who called you?,Ònye kpọrọ gị?
who called you? tomorrow,Ònye kpọrọ gị?
my mother called me.,Nne m kpọrọ m.
my mother called me. later,Nne m kpọrọ m.
do you have a phone?,Ị nwere ekwentị?
do you have a phone? tomorrow,Ị nwere ekwentị?
"yes, i have a phone.","Ee, enwere m ekwentị."
"yes, i have a phone. now","Ee, enwere m ekwentị."
call me when you arrive.,Kpọọ m mgbe ị rutere.
call me when you arrive. now,Kpọọ m mgbe ị rutere.
i will call you tomorrow.,Aga m akpọ gị echi.
we will call you tomorrow.,Aga m akpọ gị echi.
i will call you tomorrow. later,Aga m akpọ gị echi.
send me a message.,Zipụ m ozi.
send me a message. later,Zipụ m ozi.
i will send you a message.,Aga m ezitere gị ozi.
we will send you a message.,Aga m ezitere gị ozi.
i will send you a message. now,Aga m ezitere gị ozi.
what time is it?,Kedu oge ọ bụ?
what time is it? tomorrow,Kedu oge ọ bụ?
it is time.,Oge eruola.
it is time. later,Oge eruola.
it is eight o'clock.,Ọ bụ elekere asatọ.
it is eight o'clock. today,Ọ bụ elekere asatọ.
will you come tomorrow?,Ị ga-abịa echi?
will you arrive tomorrow?,Ị ga-abịa echi?
will you come tomorrow? tomorrow,Ị ga-abịa echi?
"yes, i will come.","Ee, aga m abịa."
"yes, i will come. tomorrow","Ee, aga m abịa."
"no, i will not come.","Mba, agaghị m abịa."
"no, i will not come. now","Mba, agaghị m abịa."
do you have time?,Ị nwere oge?
do you have time? later,Ị nwere oge?
"yes, i have time.","Ee, enwere m oge."
"yes, i have time. tomorrow","Ee, enwere m oge."
let us talk.,Ka anyị kwuo okwu.
let us talk. later,Ka anyị kwuo okwu.
i need to tell you something.,Ọ dị m mkpa ịgwa gị ihe.
we need to tell you something.,Ọ dị m mkpa ịgwa gị ihe.
i require to tell you something.,Ọ dị m mkpa ịgwa gị ihe.
i need to tell you something. later,Ọ dị m mkpa ịgwa gị ihe.
tell me what happened.,Gwa m ihe merenụ.
tell me what happened. later,Gwa m ihe merenụ.
i will see you later.,Aga m ahụ gị ma emechaa.
we will see you later.,Aga m ahụ gị ma emechaa.
i will meet you later.,Aga m ahụ gị ma emechaa.
i will see you later. now,Aga m ahụ gị ma emechaa.
have a good day.,Ka ụbọchị ọma.
have a good day. later,Ka ụbọchị ọma.
see you again.,Ka anyị hụ ọzọ.
meet you again.,Ka anyị hụ ọzọ.
see you again. now,Ka anyị hụ ọzọ.
the student is going to school.,Nwa akwụkwọ na-aga ụlọ akwụkwọ.
the student is going to school. today,Nwa akwụkwọ na-aga ụlọ akwụkwọ.
the students are studying.,Ụmụ akwụkwọ na-amụ ihe.
the students are studying. tomorrow,Ụmụ akwụkwọ na-amụ ihe.
the student is reading a book.,Nwa akwụkwọ na-agụ akwụkwọ.
the student is reading a book. tomorrow,Nwa akwụkwọ na-agụ akwụkwọ.
the teacher teaches the students.,Onye nkuzi na-akụzi ụmụ akwụkwọ.
the teacher teaches the students. today,Onye nkuzi na-akụzi ụmụ akwụkwọ.
the school is in the town.,Ụlọ akwụkwọ ahụ dị n'obodo.
the school is in the town. now,Ụlọ akwụkwọ ahụ dị n'obodo.
the children come to school on time.,Ụmụaka na-abịa n'ụlọ akwụkwọ n'oge.
the children arrive to school on time.,Ụmụaka na-abịa n'ụlọ akwụkwọ n'oge.
the children come to school on time. tomorrow,Ụmụaka na-abịa n'ụlọ akwụkwọ n'oge.
the school opened in the morning.,Ụlọ akwụkwọ ahụ meghere n'ụtụtụ.
the school opened in the morning. now,Ụlọ akwụkwọ ahụ meghere n'ụtụtụ.
the student has a book.,Nwa akwụkwọ ahụ nwere akwụkwọ.
the student has a book. now,Nwa akwụkwọ ahụ nwere akwụkwọ.
the book is on the table.,Akwụkwọ ahụ dị na tebụl.
the book is on the table. now,Akwụkwọ ahụ dị na tebụl.
the students are in the classroom.,Ụmụ akwụkwọ nọ na klaasị.
the students are in the classroom. today,Ụmụ akwụkwọ nọ na klaasị.
the teacher is in the classroom.,Onye nkuzi nọ na klaasị.
the teacher is in the classroom. today,Onye nkuzi nọ na klaasị.
the teacher wrote on the board.,Onye nkuzi dere n'elu bọọdụ.
the teacher wrote on the board. now,Onye nkuzi dere n'elu bọọdụ.
the students are writing.,Ụmụ akwụkwọ na-ede ihe.
the students are writing. later,Ụmụ akwụkwọ na-ede ihe.
the student uses a pencil to write.,Nwa akwụkwọ ahụ na-eji pensụl ede ihe.
the student uses a pencil to write. today,Nwa akwụkwọ ahụ na-eji pensụl ede ihe.
they use paper to write.,Ha na-eji akwụkwọ ede ihe.
we use paper to write.,Ha na-eji akwụkwọ ede ihe.
they use paper to write. later,Ha na-eji akwụkwọ ede ihe.
the teacher asked a question.,Onye nkuzi jụrụ ajụjụ.
the teacher asked a question. later,Onye nkuzi jụrụ ajụjụ.
the student answered the question.,Nwa akwụkwọ ahụ zara ajụjụ ahụ.
the student answered the question. now,Nwa akwụkwọ ahụ zara ajụjụ ahụ.
the question is easy.,Ajụjụ ahụ dị mfe.
the question is easy. later,Ajụjụ ahụ dị mfe.
the question is difficult.,Ajụjụ ahụ siri ike.
the question is difficult. later,Ajụjụ ahụ siri ike.
the students are learning new things.,Ụmụ akwụkwọ na-amụta ihe ọhụrụ.
the students are learning new things. later,Ụmụ akwụkwọ na-amụta ihe ọhụrụ.
learning is important.,Ọmụmụ ihe dị mkpa.
learning is important. now,Ọmụmụ ihe dị mkpa.
education helps people.,Agụmakwụkwọ na-enyere mmadụ aka.
education helps people. now,Agụmakwụkwọ na-enyere mmadụ aka.
children should go to school.,Ụmụaka kwesịrị ịga ụlọ akwụkwọ.
children should travel to school.,Ụmụaka kwesịrị ịga ụlọ akwụkwọ.
children should go to school. today,Ụmụaka kwesịrị ịga ụlọ akwụkwọ.
parents support education.,Ndị nne na nna na-akwado agụmakwụkwọ.
parents support education. today,Ndị nne na nna na-akwado agụmakwụkwọ.
the teacher helps the students.,Onye nkuzi na-enyere ụmụ akwụkwọ aka.
the teacher helps the students. later,Onye nkuzi na-enyere ụmụ akwụkwọ aka.
the student needs help.,Nwa akwụkwọ ahụ chọrọ enyemaka.
the student needs help. now,Nwa akwụkwọ ahụ chọrọ enyemaka.
the teacher explained the topic.,Onye nkuzi kọwara ihe ahụ.
the teacher explained the topic. now,Onye nkuzi kọwara ihe ahụ.
the students understood the lesson.,Ụmụ akwụkwọ ghọtara ihe ọmụmụ ahụ.
the students understood the lesson. later,Ụmụ akwụkwọ ghọtara ihe ọmụmụ ahụ.
the student did not understand the question.,Nwa akwụkwọ ahụ aghọtaghị ajụjụ ahụ.
the student did not understand the question. today,Nwa akwụkwọ ahụ aghọtaghị ajụjụ ahụ.
the teacher explained it again.,Onye nkuzi kọwara ya ọzọ.
the teacher explained it again. now,Onye nkuzi kọwara ya ọzọ.
they study mathematics.,Ha na-amụ mgbakọ na mwepụ.
we study mathematics.,Ha na-amụ mgbakọ na mwepụ.
they study mathematics. today,Ha na-amụ mgbakọ na mwepụ.
they study science.,Ha na-amụ sayensị.
we study science.,Ha na-amụ sayensị.
they study science. later,Ha na-amụ sayensị.
the students study the igbo language.,Ụmụ akwụkwọ na-amụ asụsụ Igbo.
the students study the igbo language. now,Ụmụ akwụkwọ na-amụ asụsụ Igbo.
they study english at school.,Ha na-amụ Bekee n'ụlọ akwụkwọ.
we study english at school.,Ha na-amụ Bekee n'ụlọ akwụkwọ.
they study english at school. later,Ha na-amụ Bekee n'ụlọ akwụkwọ.
history is an important subject.,Akụkọ ihe mere eme bụ isiokwu dị mkpa.
history is an important subject. tomorrow,Akụkọ ihe mere eme bụ isiokwu dị mkpa.
geography teaches about the world.,Geography na-akụzi banyere ụwa.
geography teaches about the world. later,Geography na-akụzi banyere ụwa.
the student likes science.,Nwa akwụkwọ ahụ hụrụ sayensị n'anya.
the student likes science. later,Nwa akwụkwọ ahụ hụrụ sayensị n'anya.
he likes reading.,Ọ masịrị ya ịgụ akwụkwọ.
she likes reading.,Ọ masịrị ya ịgụ akwụkwọ.
he likes reading. later,Ọ masịrị ya ịgụ akwụkwọ.
reading makes a person knowledgeable.,Ịgụ akwụkwọ na-eme ka mmadụ mara ihe.
reading makes a person knowledgeable. now,Ịgụ akwụkwọ na-eme ka mmadụ mara ihe.
the students read books in the library.,Ụmụ akwụkwọ na-agụ akwụkwọ n'ọbá akwụkwọ.
the students read books in the library. later,Ụmụ akwụkwọ na-agụ akwụkwọ n'ọbá akwụkwọ.
the library has many books.,Ọbá akwụkwọ ahụ nwere ọtụtụ akwụkwọ.
the library has many books. later,Ọbá akwụkwọ ahụ nwere ọtụtụ akwụkwọ.
the student borrowed a book.,Nwa akwụkwọ ahụ gbaziri akwụkwọ.
the student borrowed a book. tomorrow,Nwa akwụkwọ ahụ gbaziri akwụkwọ.
he returned the book.,Ọ laghachiri akwụkwọ ahụ.
she returned the book.,Ọ laghachiri akwụkwọ ahụ.
he returned the book. now,Ọ laghachiri akwụkwọ ahụ.
the students study at home.,Ụmụ akwụkwọ na-amụ ihe n'ụlọ.
the students study at home. tomorrow,Ụmụ akwụkwọ na-amụ ihe n'ụlọ.
he does homework.,Ọ na-eme ihe omume ụlọ.
she does homework.,Ọ na-eme ihe omume ụlọ.
he does homework. later,Ọ na-eme ihe omume ụlọ.
the teacher gave them homework.,Onye nkuzi nyere ha ọrụ ụlọ.
the teacher gave them homework. now,Onye nkuzi nyere ha ọrụ ụlọ.
they finished their homework.,Ha rụchara ọrụ ụlọ ha.
we finished their homework.,Ha rụchara ọrụ ụlọ ha.
they finished their homework. tomorrow,Ha rụchara ọrụ ụlọ ha.
the student is preparing for an examination.,Nwa akwụkwọ ahụ na-akwadebe maka ule.
the student is preparing for an examination. later,Nwa akwụkwọ ahụ na-akwadebe maka ule.
the examination will begin tomorrow.,Ule ahụ ga-amalite echi.
the examination will begin tomorrow. today,Ule ahụ ga-amalite echi.
the students wrote their examination.,Ụmụ akwụkwọ dere ule ha.
the students wrote their examination. tomorrow,Ụmụ akwụkwọ dere ule ha.
the examination was difficult.,Ule ahụ siri ike.
the examination was difficult. now,Ule ahụ siri ike.
the student passed the examination.,Nwa akwụkwọ ahụ gafere ule ahụ.
the student passed the examination. tomorrow,Nwa akwụkwọ ahụ gafere ule ahụ.
the student failed the examination.,Nwa akwụkwọ ahụ dara ule ahụ.
the student failed the examination. tomorrow,Nwa akwụkwọ ahụ dara ule ahụ.
he studied well.,Ọ gụrụ akwụkwọ nke ọma.
she studied well.,Ọ gụrụ akwụkwọ nke ọma.
he studied well. tomorrow,Ọ gụrụ akwụkwọ nke ọma.
studying helps students.,Ịgụ akwụkwọ na-enyere ụmụ akwụkwọ aka.
studying helps students. today,Ịgụ akwụkwọ na-enyere ụmụ akwụkwọ aka.
the teacher gave advice.,Onye nkuzi nyere ndụmọdụ.
the teacher gave advice. now,Onye nkuzi nyere ndụmọdụ.
the students listened to the teacher.,Ụmụ akwụkwọ gere onye nkuzi ntị.
the students listened to the teacher. now,Ụmụ akwụkwọ gere onye nkuzi ntị.
it is important to listen in class.,Ọ dị mkpa ige ntị na klaasị.
it is important to listen in class. now,Ọ dị mkpa ige ntị na klaasị.
the students asked many questions.,Ụmụ akwụkwọ jụrụ ọtụtụ ajụjụ.
the students asked many questions. later,Ụmụ akwụkwọ jụrụ ọtụtụ ajụjụ.
the teacher answered their questions.,Onye nkuzi zara ajụjụ ha.
the teacher answered their questions. now,Onye nkuzi zara ajụjụ ha.
the school has many classrooms.,Ụlọ akwụkwọ ahụ nwere ọtụtụ klaasị.
the school has many classrooms. now,Ụlọ akwụkwọ ahụ nwere ọtụtụ klaasị.
the classroom is clean.,Klaasị ahụ dị ọcha.
the classroom is clean. today,Klaasị ahụ dị ọcha.
the students are sitting on chairs.,Ụmụ akwụkwọ nọ ọdụ n'oche.
the students are sitting on chairs. later,Ụmụ akwụkwọ nọ ọdụ n'oche.
the teacher stood in front of the classroom.,Onye nkuzi guzoro n'ihu klaasị.
the teacher stood in front of the classroom. later,Onye nkuzi guzoro n'ihu klaasị.
the students work together.,Ụmụ akwụkwọ na-arụkọ ọrụ ọnụ.
the students work together. tomorrow,Ụmụ akwụkwọ na-arụkọ ọrụ ọnụ.
they did group work.,Ha mere ọrụ otu.
we did group work.,Ha mere ọrụ otu.
they did group work. later,Ha mere ọrụ otu.
working together helps students.,Ịrụkọ ọrụ ọnụ na-enyere ụmụ akwụkwọ aka.
working together helps students. later,Ịrụkọ ọrụ ọnụ na-enyere ụmụ akwụkwọ aka.
the student presented his work.,Nwa akwụkwọ ahụ gosipụtara ọrụ ya.
the student presented his work. today,Nwa akwụkwọ ahụ gosipụtara ọrụ ya.
the teacher checked the students' work.,Onye nkuzi nyochara ọrụ ụmụ akwụkwọ.
the teacher checked the students' work. now,Onye nkuzi nyochara ọrụ ụmụ akwụkwọ.
the teacher gave marks.,Onye nkuzi nyere akara.
the teacher gave marks. later,Onye nkuzi nyere akara.
the student got a high mark.,Nwa akwụkwọ ahụ nwetara akara dị elu.
the student got a high mark. later,Nwa akwụkwọ ahụ nwetara akara dị elu.
his work is good.,Ọrụ ya dị mma.
his work is good. today,Ọrụ ya dị mma.
the students compete in their studies.,Ụmụ akwụkwọ na-asọmpi n'ọmụmụ ihe.
the students compete in their studies. later,Ụmụ akwụkwọ na-asọmpi n'ọmụmụ ihe.
hard work brings success.,Ọrụ siri ike na-eweta ihe ịga nke ọma.
hard work brings success. later,Ọrụ siri ike na-eweta ihe ịga nke ọma.
he wants to go to university.,Ọ chọrọ ịga mahadum.
she wants to go to university.,Ọ chọrọ ịga mahadum.
he wants to travel to university.,Ọ chọrọ ịga mahadum.
he wants to go to university. today,Ọ chọrọ ịga mahadum.
the university has many students.,Mahadum ahụ nwere ọtụtụ ụmụ akwụkwọ.
the university has many students. tomorrow,Mahadum ahụ nwere ọtụtụ ụmụ akwụkwọ.
the student studies computer science.,Nwa akwụkwọ ahụ na-amụ sayensị kọmputa.
the student studies computer science. tomorrow,Nwa akwụkwọ ahụ na-amụ sayensị kọmputa.
he is studying for his examination.,Ọ na-amụ maka ule ya.
she is studying for his examination.,Ọ na-amụ maka ule ya.
he is studying for his examination. later,Ọ na-amụ maka ule ya.
university students conduct research.,Ụmụ akwụkwọ mahadum na-eme nchọpụta.
university students conduct research. later,Ụmụ akwụkwọ mahadum na-eme nchọpụta.
research is important in education.,Nchọpụta dị mkpa na agụmakwụkwọ.
research is important in education. now,Nchọpụta dị mkpa na agụmakwụkwọ.
the university lecturer taught the class.,Onye nkuzi mahadum kụziri klaasị.
the university lecturer taught the class. later,Onye nkuzi mahadum kụziri klaasị.
the students attended the lecture.,Ụmụ akwụkwọ gara nkuzi.
the students attended the lecture. now,Ụmụ akwụkwọ gara nkuzi.
the lecture was useful.,Nkuzi ahụ bara uru.
the lecture was useful. tomorrow,Nkuzi ahụ bara uru.
they wrote down their lessons.,Ha debere ihe ọmụmụ ha.
we wrote down their lessons.,Ha debere ihe ọmụmụ ha.
they wrote down their lessons. later,Ha debere ihe ọmụmụ ha.
the internet helps students learn.,Ịntanetị na-enyere ụmụ akwụkwọ aka ịmụ ihe.
the internet helps students learn. later,Ịntanetị na-enyere ụmụ akwụkwọ aka ịmụ ihe.
students use computers to learn.,Ụmụ akwụkwọ na-eji kọmputa amụ ihe.
students use computers to learn. today,Ụmụ akwụkwọ na-eji kọmputa amụ ihe.
online learning is popular.,Ọmụmụ ihe n'ịntanetị na-ewu ewu.
online learning is popular. later,Ọmụmụ ihe n'ịntanetị na-ewu ewu.
the student attended an online class.,Nwa akwụkwọ ahụ gara klasị n'ịntanetị.
the student attended an online class. tomorrow,Nwa akwụkwọ ahụ gara klasị n'ịntanetị.
the teacher sent learning materials online.,Onye nkuzi zitere ihe ọmụmụ n'ịntanetị.
the teacher sent learning materials online. later,Onye nkuzi zitere ihe ọmụmụ n'ịntanetị.
students need good learning resources.,Ụmụ akwụkwọ chọrọ ezigbo akụrụngwa.
students require good learning resources.,Ụmụ akwụkwọ chọrọ ezigbo akụrụngwa.
students need good learning resources. now,Ụmụ akwụkwọ chọrọ ezigbo akụrụngwa.
books help students.,Akwụkwọ na-enyere ụmụ akwụkwọ aka.
books help students. later,Akwụkwọ na-enyere ụmụ akwụkwọ aka.
learning requires patience.,Ọmụmụ ihe chọrọ ndidi.
learning requires patience. now,Ọmụmụ ihe chọrọ ndidi.
it is important to study every day.,Ọ dị mkpa ịmụ ihe kwa ụbọchị.
it is important to study every day. today,Ọ dị mkpa ịmụ ihe kwa ụbọchị.
the students are doing well.,Ụmụ akwụkwọ na-eme nke ọma.
the students are doing well. later,Ụmụ akwụkwọ na-eme nke ọma.
education opens the way to the future.,Agụmakwụkwọ na-emeghe ụzọ maka ọdịnihu.
education opens the way to the future. today,Agụmakwụkwọ na-emeghe ụzọ maka ọdịnihu.
the student has a big dream.,Nwa akwụkwọ ahụ nwere nnukwu nrọ.
the student has a big dream. today,Nwa akwụkwọ ahụ nwere nnukwu nrọ.
he wants to become a teacher.,Ọ chọrọ ịghọ onye nkuzi.
she wants to become a teacher.,Ọ chọrọ ịghọ onye nkuzi.
he wants to become a teacher. later,Ọ chọrọ ịghọ onye nkuzi.
learning helps a person achieve their goals.,Ọmụmụ ihe na-enyere mmadụ aka iru ihe mgbaru ọsọ ya.
learning helps a person achieve their goals. now,Ọmụmụ ihe na-enyere mmadụ aka iru ihe mgbaru ọsọ ya.
students should work hard.,Ụmụ akwụkwọ kwesịrị ịrụsi ọrụ ike.
students should work hard. later,Ụmụ akwụkwọ kwesịrị ịrụsi ọrụ ike.
education is essential for community development.,Agụmakwụkwọ bụ isi ihe na mmepe obodo.
education is essential for community development. now,Agụmakwụkwọ bụ isi ihe na mmepe obodo.
good morning.,Ụtụtụ ọma.
good morning. today,Ụtụtụ ọma.
thank you.,Ekele dịrị gị.
thank you. tomorrow,Ekele dịrị gị.
please.,Biko.
please. later,Biko.
where do you live?,Ebee ka ị bi?
where do you live? tomorrow,Ebee ka ị bi?
what are you doing?,Ị na-eme gịnị?
what are you doing? now,Ị na-eme gịnị?
i am working.,Ana m arụ ọrụ.
we am working.,Ana m arụ ọrụ.
i am working. later,Ana m arụ ọrụ.
i am going home.,Ana m aga ụlọ.
we am going home.,Ana m aga ụlọ.
i am going home. tomorrow,Ana m aga ụlọ.
he came in the morning.,Ọ bịara n'ụtụtụ.
she came in the morning.,Ọ bịara n'ụtụtụ.
he came in the morning. tomorrow,Ọ bịara n'ụtụtụ.
we will see you tomorrow.,Anyị ga-ahụ gị echi.
they will see you tomorrow.,Anyị ga-ahụ gị echi.
we will meet you tomorrow.,Anyị ga-ahụ gị echi.
we will see you tomorrow. later,Anyị ga-ahụ gị echi.
i need help.,Achọrọ m enyemaka.
we need help.,Achọrọ m enyemaka.
i require help.,Achọrọ m enyemaka.
i need help. tomorrow,Achọrọ m enyemaka.
i understand.,Aghọtara m.
we understand.,Aghọtara m.
i understand. later,Aghọtara m.
i do not understand.,Aghọtaghị m.
we do not understand.,Aghọtaghị m.
i do not understand. tomorrow,Aghọtaghị m.
"no, i do not have time.","Mba, enweghị m oge."
"no, i do not have time. today","Mba, enweghị m oge."
do you need anything?,Ị chọrọ ihe ọ bụla?
do you require anything?,Ị chọrọ ihe ọ bụla?
do you need anything? later,Ị chọrọ ihe ọ bụla?
"yes, i need water.","Eeh, achọrọ m mmiri."
"yes, i require water.","Eeh, achọrọ m mmiri."
"yes, i need water. today","Eeh, achọrọ m mmiri."
"no, i do not need anything.","Mba, achọghị m ihe ọ bụla."
"no, i do not require anything.","Mba, achọghị m ihe ọ bụla."
"no, i do not need anything. today","Mba, achọghị m ihe ọ bụla."
do you know this place?,Ị maara ebe a?
do you know this place? tomorrow,Ị maara ebe a?
i do not know that place.,Amaghị m ebe ahụ.
we do not know that place.,Amaghị m ebe ahụ.
i do not know that place. now,Amaghị m ebe ahụ.
can you tell me?,Ị nwere ike ịgwa m?
can you tell me? today,Ị nwere ike ịgwa m?
i have a question.,Enwere m ajụjụ.
we have a question.,Enwere m ajụjụ.
i have a question. today,Enwere m ajụjụ.
what is this?,Gịnị ka nke a bụ?
what is this? today,Gịnị ka nke a bụ?
this is a book.,Nke a bụ akwụkwọ.
this is a book. now,Nke a bụ akwụkwọ.
where is the book?,Ebee ka akwụkwọ ahụ dị?
where is the book? now,Ebee ka akwụkwọ ahụ dị?
who are you looking for?,Onye ka ị na-achọ?
who are you looking for? today,Onye ka ị na-achọ?
i am looking for my friend.,Ana m achọ enyi m.
we am looking for my friend.,Ana m achọ enyi m.
i am looking for my friend. now,Ana m achọ enyi m.
he is at home.,Ọ nọ n'ụlọ.
she is at home.,Ọ nọ n'ụlọ.
he is at home. now,Ọ nọ n'ụlọ.
he went to the market.,Ọ gara ahịa.
she went to the market.,Ọ gara ahịa.
he went to the market. now,Ọ gara ahịa.
we are here.,Anyị nọ ebe a.
they are here.,Anyị nọ ebe a.
we are here. later,Anyị nọ ebe a.
wait a moment.,Chere ntakịrị.
wait a moment. today,Chere ntakịrị.
come here.,Abịala ebe a.
arrive here.,Abịala ebe a.
come here. now,Abịala ebe a.
sit down.,Nọdụ ala.
sit down. later,Nọdụ ala.
stand up.,Bilie.
stand up. tomorrow,Bilie.
open the door.,Mepee ụzọ.
open the door. tomorrow,Mepee ụzọ.
close the door.,Mechie ụzọ.
close the door. now,Mechie ụzọ.
open the book.,Mepee akwụkwọ.
open the book. today,Mepee akwụkwọ.
write your name.,Dee aha gị.
write your name. now,Dee aha gị.
read the book.,Gụọ akwụkwọ ahụ.
read the book. tomorrow,Gụọ akwụkwọ ahụ.
listen.,Gee ntị.
listen. today,Gee ntị.
look at this.,Lee nke a.
look at this. today,Lee nke a.
it is hot today.,Ọ dị ọkụ taa.
it is hot today. tomorrow,Ọ dị ọkụ taa.
it is cold today.,Ọ dị oyi taa.
it is cold today. later,Ọ dị oyi taa.
it is raining.,Mmiri na-ezo.
it is raining. later,Mmiri na-ezo.
the weather is good.,Ihu igwe dị mma.
the weather is good. now,Ihu igwe dị mma.
the day is beautiful.,Ụbọchị ahụ mara mma.
the day is beautiful. today,Ụbọchị ahụ mara mma.
the night is quiet.,Abalị dị jụụ.
the night is quiet. now,Abalị dị jụụ.
i want to eat.,Achọrọ m iri nri.
we want to eat.,Achọrọ m iri nri.
i need to eat.,Achọrọ m iri nri.
i want to eat. today,Achọrọ m iri nri.
i want to drink water.,Achọrọ m ịṅụ mmiri.
we want to drink water.,Achọrọ m ịṅụ mmiri.
i need to drink water.,Achọrọ m ịṅụ mmiri.
i want to drink water. tomorrow,Achọrọ m ịṅụ mmiri.
the food is ready.,Nri dị njikere.
the food is ready. today,Nri dị njikere.
the food is delicious.,Nri ahụ dị ụtọ.
the food is delicious. today,Nri ahụ dị ụtọ.
i am happy.,Ana m enwe obi ụtọ.
we am happy.,Ana m enwe obi ụtọ.
i am happy. tomorrow,Ana m enwe obi ụtọ.
i am sad.,Ana m enwe mwute.
we am sad.,Ana m enwe mwute.
i am sad. later,Ana m enwe mwute.
i am afraid.,Atụrụ m egwu.
we am afraid.,Atụrụ m egwu.
i am afraid. tomorrow,Atụrụ m egwu.
i have hope.,Enwere m olileanya.
we have hope.,Enwere m olileanya.
i have hope. today,Enwere m olileanya.
i feel tired.,Ọ dị m ka ike gwụrụ m.
we feel tired.,Ọ dị m ka ike gwụrụ m.
i feel tired. tomorrow,Ọ dị m ka ike gwụrụ m.
i am sleeping.,Ana m ehi ụra.
we am sleeping.,Ana m ehi ụra.
i am sleeping. today,Ana m ehi ụra.
i have woken up.,Etetaala m.
we have woken up.,Etetaala m.
i have woken up. later,Etetaala m.
it is time to go.,Ọ bụ oge ịga.
it is time to go. later,Ọ bụ oge ịga.
i have arrived now.,Abịara m ugbu a.
we have arrived now.,Abịara m ugbu a.
i have arrived now. today,Abịara m ugbu a.
he returned home.,Ọ lọtara n'ụlọ.
she returned home.,Ọ lọtara n'ụlọ.
he returned home. later,Ọ lọtara n'ụlọ.
we met today.,Anyị zutere taa.
they met today.,Anyị zutere taa.
we met today. tomorrow,Anyị zutere taa.
he is my good friend.,Ọ bụ ezigbo enyi m.
she is my good friend.,Ọ bụ ezigbo enyi m.
he is my good friend. later,Ọ bụ ezigbo enyi m.
my family is important to me.,Ezinụlọ m dị mkpa nye m.
my family is important to me. now,Ezinụlọ m dị mkpa nye m.
i love my family.,Ana m ahụ ezinụlọ m n'anya.
we love my family.,Ana m ahụ ezinụlọ m n'anya.
i love my family. later,Ana m ahụ ezinụlọ m n'anya.
my mother is at home.,Nne m nọ n'ụlọ.
my mother is at home. now,Nne m nọ n'ụlọ.
my father went to work.,Nna m gara ọrụ.
my father went to work. tomorrow,Nna m gara ọrụ.
the children are playing.,Ụmụaka na-egwu egwu.
the children are playing. later,Ụmụaka na-egwu egwu.
they are laughing.,Ha na-achị ọchị.
we are laughing.,Ha na-achị ọchị.
they are laughing. later,Ha na-achị ọchị.
he is telling the truth.,Ọ na-ekwu eziokwu.
she is telling the truth.,Ọ na-ekwu eziokwu.
he is telling the truth. later,Ọ na-ekwu eziokwu.
i will not forget it.,Agaghị m echefu ya.
we will not forget it.,Agaghị m echefu ya.
i will not forget it. tomorrow,Agaghị m echefu ya.
i remember it.,Ana m echeta ya.
we remember it.,Ana m echeta ya.
i remember it. tomorrow,Ana m echeta ya.
it is important.,Ọ dị mkpa.
it is important. now,Ọ dị mkpa.
it is not a problem.,Ọ bụghị nsogbu.
it is not a problem. today,Ọ bụghị nsogbu.
no problem.,Enweghị nsogbu.
no problem. tomorrow,Enweghị nsogbu.
it is very good.,Ọ dị mma nke ukwuu.
it is very good. later,Ọ dị mma nke ukwuu.
it is bad.,Ọ dị njọ.
it is bad. now,Ọ dị njọ.
i like it.,Ọ masịrị m.
we like it.,Ọ masịrị m.
i like it. later,Ọ masịrị m.
i do not like it.,Ọ masịghị m.
we do not like it.,Ọ masịghị m.
i do not like it. later,Ọ masịghị m.
i want to learn.,Achọrọ m ịmụ ihe.
we want to learn.,Achọrọ m ịmụ ihe.
i need to learn.,Achọrọ m ịmụ ihe.
i want to learn. tomorrow,Achọrọ m ịmụ ihe.
learning is important.,Ịmụ ihe dị mkpa.
learning is important. today,Ịmụ ihe dị mkpa.
we should work together.,Anyị kwesịrị ịrụkọ ọrụ ọnụ.
they should work together.,Anyị kwesịrị ịrụkọ ọrụ ọnụ.
we should work together. later,Anyị kwesịrị ịrụkọ ọrụ ọnụ.
there are many things we can do.,Ọtụtụ ihe ka anyị nwere ike ime.
there are many things we can do. tomorrow,Ọtụtụ ihe ka anyị nwere ike ime.
we will move forward.,Anyị ga-aga n'ihu.
they will move forward.,Anyị ga-aga n'ihu.
we will move forward. now,Anyị ga-aga n'ihu.
the future will be good.,Ọdịnihu ga-adị mma.
the future will be good. later,Ọdịnihu ga-adị mma.
the government manages the community.,Gọọmenti na-elekọta obodo.
the government manages the community. now,Gọọmenti na-elekọta obodo.
the government provides public services.,Gọọmenti na-enye ọrụ ọha.
the government provides public services. tomorrow,Gọọmenti na-enye ọrụ ọha.
people elect leaders.,Ndị mmadụ na-ahọpụta ndị isi.
people elect leaders. tomorrow,Ndị mmadụ na-ahọpụta ndị isi.
leaders serve the community.,Ndị isi na-eje ozi nye obodo.
leaders serve the community. tomorrow,Ndị isi na-eje ozi nye obodo.
the community leader has an important responsibility.,Onye isi obodo nwere ọrụ dị mkpa.
the community leader has an important responsibility. tomorrow,Onye isi obodo nwere ọrụ dị mkpa.
the people elected a new leader.,Ndị mmadụ họpụtara onye isi ọhụrụ.
the people elected a new leader. tomorrow,Ndị mmadụ họpụtara onye isi ọhụrụ.
the leader listens to the people.,Onye isi ahụ na-ege ndị mmadụ ntị.
