id,igbo,english,domain
PAR00685,Ha na-eji akwụkwọ ede ihe.,They use paper to write.,education
PAR00686,Ụlọ ọrụ ahụ na-eme mgbasa ozi.,The company advertises.,business
PAR00687,Weebụsaịtị na-enye ozi.,A website provides information.,technology
PAR00688,Ndekọ ahụ nwere ozi dị mkpa.,The record contains important information.,government
PAR00689,Anyị kwesịrị ịkwanyere ndị nwere nkwenkwe dị iche ùgwù.,We should respect people with different beliefs.,religion
PAR00690,Ana m enwe mwute.,I am sad.,general
PAR00691,Kọmputa ahụ kwụsịrị ịrụ ọrụ.,The computer stopped working.,technology
PAR00692,Onye nkuzi zitere ihe ọmụmụ n'ịntanetị.,The teacher sent learning materials online.,education
PAR00693,Nnyocha ahịa nyere aka.,The market research was helpful.,business
PAR00694,Ụlọ ọrụ ahụ na-eme nyocha ahịa.,The company conducts market research.,business
PAR00695,Akwụkwọ nri nwere ọtụtụ vitamin.,Vegetables contain many vitamins.,health
PAR00696,Ọ na-amụ mmemme kọmputa.,He studies computer programming.,technology
PAR00697,Ọ na-enweta ume site n'okpukpe ya.,He gains strength from his religion.,religion
PAR00698,Iwu ọhụrụ ahụ malitere ịrụ ọrụ.,The new law came into effect.,government
PAR00699,Kwuo nwayọọ.,Speak slowly.,daily_conversation
PAR00700,Onye nkuzi guzoro n'ihu klaasị.,The teacher stood in front of the classroom.,education
PAR00701,Chere obere oge.,Wait for a short while.,daily_conversation
PAR00702,Ụlọ ọrụ ahụ natara iwu ahụ.,The company received the order.,business
PAR00703,Onye njikwa nwere nzukọ.,The manager has a meeting.,business
PAR00704,Ọ gbaghara enyi ya.,He forgave his friend.,religion
PAR00705,Ndị isi kwesịrị ịrụ ọrụ maka ndị mmadụ.,Leaders should work for the people.,government
PAR00706,Atụmatụ ahụ dị mma.,The plan is good.,business
PAR00707,Mmelite ahụ meziri nsogbu ahụ.,The update fixed the problem.,technology
PAR00708,Ọtụtụ ndị na-amalite obere azụmahịa.,Many people start small businesses.,business
PAR00709,Ndị mmadụ na-atụ anya ezi ọchịchị.,People expect good governance.,government
PAR00710,Asụsụ na-echekwa akụkọ obodo.,Language preserves the history of a community.,culture
PAR00711,Ịdị n'otu na-eme ka obodo sie ike.,Unity makes a community strong.,culture
PAR00712,Nwa akwụkwọ na-aga ụlọ akwụkwọ.,The student is going to school.,education
PAR00713,Ndị ọrụ bịara n'oge.,The employees arrived on time.,business
PAR00714,Ụgbọala bu ngwaahịa ahụ.,The vehicle carried the product.,business
PAR00715,Ọdịnala na-akụziri anyị ihe gbasara ndị nna nna anyị.,Tradition teaches us about our ancestors.,culture
PAR00716,Ịgụ akwụkwọ na-eme ka mmadụ mara ihe.,Reading makes a person knowledgeable.,education
PAR00717,Ịkekọrịta nri na-eme ka ndị mmadụ dịrị n'otu.,Sharing food brings people together.,culture
PAR00718,Onye nkuzi jụrụ ajụjụ.,The teacher asked a question.,education
PAR00719,Ọ gara nyocha ahụike.,He went for a medical checkup.,health
PAR00720,Nwa ahụ nwetara ọgwụ mgbochi ọrịa.,The child received a vaccination.,health
PAR00721,Ọtụtụ ọrịa na-agbasa site na nje.,Many diseases spread through germs.,health
PAR00722,Ndị mmadụ na-akwanyere nkwenkwe ibe ha ùgwù.,People respect one another's beliefs.,religion
PAR00723,Ọ tinyere akwụkwọ maka ọrụ.,He applied for a job.,business
PAR00724,Ọ dị mkpa ịdebanye aha.,It is important to register.,government
PAR00725,Nwa akwụkwọ na-agụ akwụkwọ.,The student is reading a book.,education
PAR00726,Ndị nne na nna na-akụziri ụmụ ha nkwenkwe ha.,Parents teach their children their beliefs.,religion
PAR00727,Anyị kwesịrị izere ịkekọrịta ihe ụfọdụ.,We should avoid sharing certain items.,health
PAR00728,Ekwentị ahụ nwere igwefoto.,The phone has a camera.,technology
PAR00729,Ha na-akpọ egwu n'oge emume.,They play music during celebrations.,culture
PAR00730,Ndị obodo chọrọ ọrụ.,The citizens need jobs.,government
PAR00731,Ọ na-eziga ozi site na ekwentị.,He sends messages by phone.,technology
PAR00732,Ọ na-enwe ahụ ọkụ kemgbe ụbọchị abụọ.,He has had a fever for two days.,health
PAR00733,Onye ụkọchukwu na-eduzi ofufe.,The priest leads the worship service.,religion
PAR00734,Ọ budatara ngwa ọhụrụ.,He downloaded a new application.,technology
PAR00735,Ndị mmadụ na-akwụ ụtụ isi.,People pay taxes.,government
PAR00736,Ndị enyi zutere n'ebe ofufe.,Friends met at the place of worship.,religion
PAR00737,Ndị mmadụ na-achọ udo.,People seek peace.,religion
PAR00738,Kedu oge ọ bụ?,What time is it?,daily_conversation
PAR00739,Ha mere nzukọ n'ịntanetị.,They held an online meeting.,technology
PAR00740,Achọrọ m enyemaka.,I need help.,general
PAR00741,Ụmụaka kwesịrị ịma omenala ha.,Children should know their culture.,culture
PAR00742,Okwukwe na-enye ọtụtụ mmadụ olileanya.,Faith gives many people hope.,religion
PAR00743,Nwa akwụkwọ ahụ gbaziri akwụkwọ.,The student borrowed a book.,education
PAR00744,Ọ chọrọ ịghọ onye nkuzi.,He wants to become a teacher.,education
PAR00745,Ọnụ ahịa ahụ gbanwere.,The price changed.,business
PAR00746,Ahụ ọkụ nwere ike ịbụ ihe ịrịba ama nke ọrịa.,Fever can be a sign of illness.,health
PAR00747,Emume ahụ gara nke ọma.,The celebration went well.,culture
PAR00748,Ndị mmadụ na-agụ akwụkwọ okpukpe.,People read religious books.,religion
PAR00749,Gọọmenti na-arụ ọrụ iji meziwanye ndụ.,The government works to improve life.,government
PAR00750,Mkpọsa ahụike na-enye ozi dị mkpa.,Health campaigns provide important information.,government
PAR00751,Ka anyị gaa.,Let us go.,daily_conversation
PAR00752,Robot nwere ike ịrụ ụfọdụ ọrụ.,A robot can perform some tasks.,technology
PAR00753,Ịrụ ọrụ ebere dị mkpa.,Charity work is important.,religion
PAR00754,Ha ji obi ụtọ mee emume ahụ.,They celebrated happily.,culture
PAR00755,Ụzụ na-agbanwe ụwa.,Technology is changing the world.,technology
PAR00756,Ndị isi na-eme atụmatụ maka ọdịnihu.,Leaders make plans for the future.,government
PAR00757,Obi dịkwa m ụtọ izute gị.,I am also happy to meet you.,daily_conversation
PAR00758,Ndị mmadụ nwere ike isonye na mmemme ahụ.,People can participate in the program.,government
PAR00759,Onye nkuzi nọ na klaasị.,The teacher is in the classroom.,education
PAR00760,Ndị mmadụ kwesịrị ibi ndụ n'ịhụnanya na udo.,People should live in love and peace.,religion
PAR00761,Anyị kwesịrị ịsa aka mgbe niile.,We should wash our hands regularly.,health
PAR00762,Agụụ na-agụ m.,I am hungry.,daily_conversation
PAR00763,Akụkọ ndị nna nna dị mkpa.,The stories of ancestors are important.,culture
PAR00764,Nne na-elekọta nwa ya.,The mother takes care of her child.,health
PAR00765,Ọ dị mkpa iji ego ọha mee ihe nke ọma.,It is important to use public money properly.,government
PAR00766,Onye ahụ chọrọ akwụkwọ ikike.,That person needs a license.,government
PAR00767,Asụsụ na-enyere ndị mmadụ aka ịkparịta ụka.,Language helps people communicate.,culture
PAR00768,Gịnị mere?,What happened?,daily_conversation
PAR00769,Zipụ m ozi.,Send me a message.,daily_conversation
PAR00770,Ndị inyom yi akwa mara mma.,The women wore beautiful clothing.,culture
PAR00771,Nchekwa ịntanetị dị mkpa.,Internet security is important.,technology
PAR00772,Ha kelere Chineke maka nri.,They thanked God for the food.,religion
PAR00773,Ụmụ akwụkwọ na-asọmpi n'ọmụmụ ihe.,The students compete in their studies.,education
PAR00774,Biko kwuo ya ọzọ.,Please say it again.,daily_conversation
PAR00775,Ana m arụ ọrụ.,I am working.,general
PAR00776,Gọọmenti na-echekwa ndekọ obodo.,The government keeps public records.,government
PAR00777,Ọ dị mkpa ịmụta nkà ọhụrụ.,It is important to learn new skills.,technology
PAR00778,Ngwanrọ ahụ dị mfe iji.,The software is easy to use.,technology
PAR00779,Ịntanetị na-ejikọta ndị mmadụ.,The internet connects people.,technology
PAR00780,Gọọmenti kwere nkwa ịrụ ụzọ.,The government promised to build roads.,government
PAR00781,Ọ dị mkpa ịmụta ịgbaghara.,It is important to learn to forgive.,religion
PAR00782,Ọzụzụ na-enyere ndị ntorobịa aka.,Training helps young people.,government
PAR00783,Ọ na-enyere ndị ọzọ aka mgbe niile.,He always helps others.,religion
PAR00784,Ọ bụ oge ịga.,It is time to go.,general
PAR00785,Ọ dị mkpa imelite ngwanrọ.,It is important to update software.,technology
PAR00786,Achọrọ m ịmụ ihe.,I want to learn.,general
PAR00787,Ezinụlọ ahụ na-arụ ọrụ ọnụ.,The family works together.,agriculture
PAR00788,Ụlọ ahụ jupụtara n'isi nri.,The house was filled with the smell of food.,culture
PAR00789,Ọ chọrọ izu ike.,He needs to rest.,health
PAR00790,Ụlọ ọrụ ahụ tụfuru ego.,The company lost money.,business
PAR00791,Ana m achọ enyi m.,I am looking for my friend.,general
PAR00792,Ọnụ ahịa ji dara.,The price of yam decreased.,agriculture
PAR00793,Ọ dị oyi taa.,It is cold today.,general
PAR00794,Azụmahịa chọrọ ego.,Business requires money.,business
PAR00795,Ọtụtụ mmadụ na-adabere n'obere azụmahịa.,Many people depend on small businesses.,government
PAR00796,Ọtụtụ mmadụ na-achọ ndụ dị mma.,Many people seek a good life.,religion
PAR00797,Ịdị umeala n'obi bụ omume ọma.,Humility is a good quality.,religion
PAR00798,Obiọma dị mkpa n'etiti ndị mmadụ.,Kindness is important among people.,religion
PAR00799,Ọ na-eji teknụzụ webụ arụ ọrụ.,He works with web technology.,technology
PAR00800,Dọkịta jụrụ onye ọrịa ajụjụ.,The doctor asked the patient questions.,health
PAR00801,Ịgba mmiri na-enyere ihe ọkụkụ aka.,Irrigation helps crops.,agriculture
PAR00802,Nne m nọ n'ụlọ.,My mother is at home.,general
PAR00803,Nri ọdịnala bụ akụkụ nke omenala.,Traditional food is part of culture.,culture
PAR00804,Ndị ọrụ ahụike na-elekọta ndị ọrịa.,Health workers care for patients.,health
PAR00805,Ọ dị njọ.,It is bad.,general
PAR00806,Onye ọrịa nwere ahụ ọkụ.,The patient has a fever.,health
PAR00807,Ụlọ akwụkwọ ahụ nwere ọtụtụ klaasị.,The school has many classrooms.,education
PAR00808,Ọ dị m ka ike gwụrụ m.,I feel tired.,general
PAR00809,Ndị okenye na-akụzi ezi omume.,Elders teach good behavior.,religion
PAR00810,Ndị okenye na-akụziri ụmụaka akụkọ ọdịnala.,Elders teach children traditional stories.,culture
PAR00811,Ị nwere oge?,Do you have time?,daily_conversation
PAR00812,Nna ahụ na-ekpe ekpere kwa ụtụtụ.,The father prays every morning.,religion
PAR00813,Aga m ahụ gị ma emechaa.,I will see you later.,daily_conversation
PAR00814,Ịṅụ mmanya na-aba n'anya nwere ike imerụ ahụike.,Drinking alcohol can harm health.,health
PAR00815,Ndidi bụ omume ọma.,Patience is a good quality.,religion
PAR00816,Egwu na-ejikọta ndị mmadụ ọnụ.,Music brings people together.,culture
PAR00817,Onye ọrụ ugbo na-akụ mkpụrụ.,The farmer is planting seeds.,agriculture
PAR00818,Ọ dị mkpa izere ihe ndị na-emebi ahụ.,It is important to avoid things that harm the body.,health
PAR00819,Gọọmenti na-emepụta ohere ọrụ.,The government creates job opportunities.,government
PAR00820,Ịhụnanya na obiọma na-eme ka ụwa ka mma.,Love and kindness make the world better.,religion
PAR00821,Ndị mmadụ nwere ike ikwu echiche ha.,People can express their opinions.,government
PAR00822,Nsonaazụ nyocha ahụ dị mma.,The test result is good.,health
PAR00823,Achọrọ m ịṅụ mmiri.,I want to drink water.,general
PAR00824,Ọ na-aṅụ ọgwụ ugboro abụọ n'ụbọchị.,He takes the medicine twice a day.,health
PAR00825,Ahụike dị ezigbo mkpa.,Health is very important.,health
PAR00826,Ọrụ ugbo na-enyere obodo aka ito eto.,Agriculture helps the community develop.,agriculture
PAR00827,Okpukpe na-akụzi ịhụnanya.,Religion teaches love.,religion
PAR00828,Onye ọrịa kwesịrị ịṅụ ọgwụ n'oge.,The patient should take the medicine on time.,health
PAR00829,Ọ dị mma nke ukwuu.,It is very good.,general
PAR00830,Ụlọ akwụkwọ ahụ meghere n'ụtụtụ.,The school opened in the morning.,education
PAR00831,Biko.,Please.,general
PAR00832,Ala a dị mma maka ịkụ ihe.,This soil is good for planting.,agriculture
PAR00833,Onye ọrụ ugbo rere ihe ubi ya.,The farmer sold his harvest.,agriculture
PAR00834,Ọrịa ahụ kwụsịrị mgbe ọgwụgwọ gasịrị.,The illness stopped after treatment.,health
PAR00835,Ọdịnala bụ akụkụ dị mkpa nke ndụ ndị Igbo.,Tradition is an important part of Igbo life.,culture
PAR00836,Ọ na-arụ ọrụ nwa oge.,He works part time.,business
PAR00837,Anyị gara ịtụ ihe ubi.,We went to harvest the crops.,agriculture
PAR00838,Ezi omume na-enyere obodo aka.,Good behavior helps the community.,religion
PAR00839,Emume ahụ mere n'obodo.,The celebration took place in the town.,culture
PAR00840,Ụmụ akwụkwọ chọrọ ezigbo akụrụngwa.,Students need good learning resources.,education
PAR00841,Ezinụlọ na-elekọta onye ọrịa.,The family takes care of the patient.,health
PAR00842,Ònye kpọrọ gị?,Who called you?,daily_conversation
PAR00843,Anyị kwesịrị ige ndụmọdụ ndị okenye ntị.,We should listen to elders' advice.,culture
PAR00844,Ajụjụ ahụ siri ike.,The question is difficult.,education
PAR00845,Ụmụaka niile kwesịrị inweta agụmakwụkwọ.,All children should receive education.,government
PAR00846,"Mba, agaghị m abịa.","No, I will not come.",daily_conversation
PAR00847,Iwu na-enyere aka idobe udo.,Laws help maintain peace.,government
PAR00848,Ụmụ akwụkwọ kwesịrị ịrụsi ọrụ ike.,Students should work hard.,education
PAR00849,Ọrụ a chọrọ nkà.,This job requires skills.,business
PAR00850,Ọtụtụ ezinụlọ na-adabere n'ọrụ ugbo.,Many families depend on farming.,agriculture
PAR00851,Ọrụ ya dị mma.,His work is good.,education
PAR00852,Mmemme ahụ na-enyere ọtụtụ mmadụ aka.,The program helps many people.,government
PAR00853,Ụlọ ọrụ ahụ na-achọ ndị ọrụ ọhụrụ.,The company is looking for new employees.,business
PAR00854,Ọmụmụ ihe n'ịntanetị na-enyere ụmụ akwụkwọ aka.,Online learning helps students.,technology
PAR00855,Gịnị ka nke a bụ?,What is this?,general
PAR00856,Emume okpukpe na-ejikọta ezinụlọ ọnụ.,Religious celebrations bring families together.,religion
PAR00857,Ọ chekwaara akwụkwọ ahụ.,He saved the document.,technology
PAR00858,Anyị kwesịrị ịkwado ndị ọrụ ugbo.,We should support farmers.,agriculture
PAR00859,Ofufe ahụ were otu awa.,The worship service lasted one hour.,religion
PAR00860,Onye ọrụ ugbo zụtara mkpụrụ ọka.,The farmer bought maize seeds.,agriculture
PAR00861,Ha rere ọtụtụ ngwaahịa.,They sold many products.,business
PAR00862,Mmiri dị mkpa maka ihe ọkụkụ.,Water is important for crops.,agriculture
PAR00863,Ọ dị mkpa ịmụ ihe kwa ụbọchị.,It is important to study every day.,education
PAR00864,Nne m kpọrọ m.,My mother called me.,daily_conversation
PAR00865,Ha kwadebere ngwaahịa maka onye ahịa.,They prepared the product for the customer.,business
PAR00866,Vitamin na-enyere ahụ aka.,Vitamins help the body.,health
PAR00867,Ọtụtụ mmadụ hụrụ egwu ọdịnala n'anya.,Many people love traditional music.,culture
PAR00868,Ekpere dị mkpa nye ọtụtụ ndị mmadụ.,Prayer is important to many people.,religion
PAR00869,Ọdachi na-emebi ubi.,Disasters damage farms.,agriculture
PAR00870,Ndo.,Sorry.,daily_conversation
PAR00871,Ịgba ọgwụ mgbochi ọrịa na-echebe ụmụaka.,Vaccination protects children from disease.,health
PAR00872,Enweghị ụra nwere ike imetụta ahụike.,Lack of sleep can affect health.,health
PAR00873,Onye ọrịa kwesịrị ịṅụ ọgwụ ya.,The patient should take his medicine.,health
PAR00874,Ndị Igbo ji ezinụlọ kpọrọ ihe.,The Igbo people value family.,culture
PAR00875,Mmiri na-enyere ahụ aka.,Water helps the body.,health
PAR00876,Ndị nne na nna na-ahọrọ aha ụmụ ha nke ọma.,Parents choose their children's names carefully.,culture
PAR00877,Ọ dị mkpa ịgbaso ntụziaka dọkịta.,It is important to follow the doctor's instructions.,health
PAR00878,Klaasị ahụ dị ọcha.,The classroom is clean.,education
PAR00879,Onye nkuzi nyere ndụmọdụ.,The teacher gave advice.,education
PAR00880,Ụzụ nwere uru na ọghọm.,Technology has advantages and disadvantages.,technology
PAR00881,Onye nduzi gụrụ akụkụ akwụkwọ nsọ.,The leader read a passage from the holy book.,religion
PAR00882,Ndị mmadụ na-arụkọ ọrụ ọnụ.,People work together.,religion
PAR00883,Omenala na-ejikọta ọgbọ dị iche iche.,Culture connects different generations.,culture
PAR00884,Ndị Igbo nwere ọtụtụ omenala.,The Igbo people have many traditions.,culture
PAR00885,Ọnụ ego azụmahịa ahụ mụbara.,The cost of the business increased.,business
PAR00886,Etetaala m.,I have woken up.,general
PAR00887,Dọkịta nyere ya ọgwụ maka ụkwara.,The doctor gave him medicine for the cough.,health
PAR00888,Ụmụ akwụkwọ na-amụ ihe.,The students are studying.,education
PAR00889,Ọ na-aṅụ mmiri kwa ụbọchị.,He drinks water every day.,health
PAR00890,Nwa akwụkwọ ahụ na-amụ sayensị kọmputa.,The student studies computer science.,education
PAR00891,Ndị obodo na-akwado ibe ha.,Members of the community support one another.,religion
PAR00892,Ọ chọrọ nkwado nke ezinụlọ ya.,He needs the support of his family.,health
PAR00893,Onye ahịa zụtara ngwaahịa ahụ.,The customer bought the product.,business
PAR00894,Ụmụaka na-egwu egwu.,The children are playing.,general
PAR00895,Ị ga-abịa echi?,Will you come tomorrow?,daily_conversation
PAR00896,Ha kụrụ ọka.,They planted maize.,agriculture
PAR00897,Ịmụ koodu chọrọ oge.,Learning to code takes time.,technology
PAR00898,Ọmụmụ igwe bụ akụkụ nke ọgụgụ isi mmadụ.,Machine learning is part of artificial intelligence.,technology
PAR00899,Ezinụlọ m dị mkpa nye m.,My family is important to me.,general
PAR00900,Ọrụ ugbo chọrọ ezigbo atụmatụ.,Farming requires good planning.,agriculture
PAR00901,Ụmụaka na-amụta omenala n'aka ndị okenye.,Children learn traditions from elders.,culture
PAR00902,Ọnụ ahịa ọka mụbara.,The price of maize increased.,agriculture
PAR00903,Ọ dị mkpa ịchọ enyemaka n'oge.,It is important to seek help early.,health
PAR00904,Anyị ga-ahụ gị echi.,We will see you tomorrow.,general
PAR00905,Ụmụ akwụkwọ ghọtara ihe ọmụmụ ahụ.,The students understood the lesson.,education
PAR00906,Ịgụ akwụkwọ na-enyere ụmụ akwụkwọ aka.,Studying helps students.,education
PAR00907,Enweghị nsogbu.,There is no problem.,daily_conversation
PAR00908,Ndị ọrụ ugbo na-eche ihu mgbanwe ihu igwe.,Farmers face climate change.,agriculture
PAR00909,Biko nyere m aka.,Please help me.,daily_conversation
PAR00910,Ọ na-eji ngwa dị iche iche.,He uses different applications.,technology
PAR00911,Nna m gara ọrụ.,My father went to work.,general
PAR00912,"Ee, aghọtara m.","Yes, I understand.",daily_conversation
PAR00913,Onye ọrịa gara ụlọ ọgwụ n'oge.,The patient went to the hospital early.,health
PAR00914,Ndị mmadụ na-esi nri ọdịnala n'emume.,People cook traditional food at celebrations.,culture
PAR00915,Akwụkwọ nri ahụ dị ọhụrụ.,The vegetables are fresh.,agriculture
PAR00916,Aha m bụ Chinedu.,My name is Chinedu.,daily_conversation
PAR00917,Ụlọ akwụkwọ ọha na-enye agụmakwụkwọ.,Public schools provide education.,government
PAR00918,Oge eruola.,It is time.,daily_conversation
PAR00919,Ụfọdụ omenala ka dị ndụ taa.,Some traditions are still alive today.,culture
PAR00920,Onye ahịa jiri ego kwụọ ụgwọ.,The customer paid with cash.,business
PAR00921,Ndị mmadụ yi uwe mara mma maka emume.,People wore beautiful clothes for the celebration.,religion
PAR00922,Onye ọrụ nyochara usoro ahụ.,The worker checked the system.,technology
PAR00923,Gọọmenti malitere mmemme ọzụzụ.,The government started a training program.,government
PAR00924,Ezinụlọ ahụ na-ekpe ekpere ọnụ.,The family prays together.,religion
PAR00925,Ịntanetị na-enyere ụmụ akwụkwọ aka ịmụ ihe.,The internet helps students learn.,education
PAR00926,Igwè nwere ike ịrụ ọrụ ngwa ngwa.,Machines can work quickly.,technology
PAR00927,Ị na-eme gịnị?,What are you doing?,general
PAR00928,Eziokwu dị mkpa na ndụ.,Truth is important in life.,religion
PAR00929,Ha siri ji na ofe.,They cooked yam and soup.,culture
PAR00930,Ha na-achị ọchị.,They are laughing.,general
PAR00931,Ọ na-enweta nkasi obi n'oge nsogbu.,He finds comfort during difficult times.,religion
PAR00932,Ana m ahụ ezinụlọ m n'anya.,I love my family.,general
PAR00933,Onye ọrịa gara ụlọ ọgwụ.,The patient went to the hospital.,health
PAR00934,Ụlọ ọrụ ahụ na-enye ọrụ dị iche iche.,The company provides different services.,business
PAR00935,Okpukpe bụ akụkụ nke ndụ ọtụtụ mmadụ.,Religion is part of the lives of many people.,religion
PAR00936,Izu ike na-enyere onye ọrịa aka.,Rest helps the patient.,health
PAR00937,Mahadum ahụ nwere ọtụtụ ụmụ akwụkwọ.,The university has many students.,education
PAR00938,Ezi ọchịchị na-eme ka obodo sie ike.,Good governance makes a community strong.,government
PAR00939,Aghọtara m.,I understand.,general
PAR00940,Ha na-echekwa ihe ubi n'ụlọ nkwakọba ihe.,They store the harvest in a warehouse.,agriculture
PAR00941,Ọ chọrọ ịga mahadum.,He wants to go to university.,education
PAR00942,Ọ bụ ezigbo enyi m.,He is my good friend.,general
PAR00943,Ndị mmadụ na-achọ ndụmọdụ.,People seek advice.,religion
PAR00944,Ụmụaka kwesịrị iri nri dị mma.,Children should eat healthy food.,health
PAR00945,Aha ahụ nwere ihe ọ pụtara.,The name has a meaning.,culture
PAR00946,Ehi ahụ na-enye mmiri ara.,The cow gives milk.,agriculture
PAR00947,Ana m ebi n'obodo a.,I live in this town.,daily_conversation
PAR00948,Onye nkuzi zara ajụjụ ha.,The teacher answered their questions.,education
PAR00949,Ha chọrọ ịbawanye uru.,They want to increase profit.,business
PAR00950,Ndị mmadụ na-asụ asụsụ dị iche iche.,People speak different languages.,culture
PAR00951,Onye ahịa nwere afọ ojuju.,The customer is satisfied.,business
PAR00952,Aga m ezitere gị ozi.,I will send you a message.,daily_conversation
PAR00953,Okpukpe na-akụzi ịdị mma.,Religion teaches goodness.,religion
PAR00954,Nwa akwụkwọ ahụ na-eji pensụl ede ihe.,The student uses a pencil to write.,education
PAR00955,Ọmụmụ ihe chọrọ ndidi.,Learning requires patience.,education
PAR00956,"Mba, achọghị m enyemaka.","No, I do not need help.",daily_conversation
PAR00957,Ahụike uche dịkwa mkpa.,Mental health is also important.,health
PAR00958,Ebee ka ị na-aga?,Where are you going?,daily_conversation
PAR00959,Ọ dị mkpa ịgbaso iwu.,It is important to follow the law.,government
PAR00960,Ọ gara ajụjụ ọnụ maka ọrụ.,He went for a job interview.,business
PAR00961,Ụlọ ikpe na-eleba anya n'okwu iwu.,The court handles legal matters.,government
PAR00962,Nkwenkwe na-enye ụfọdụ mmadụ ume.,Beliefs give some people strength.,religion
PAR00963,Ndị ọrụ ugbo bụ akụkụ dị mkpa nke obodo.,Farmers are an important part of the community.,agriculture
PAR00964,Echiche ahụ dị mma.,That idea is good.,daily_conversation
PAR00965,Ha rụchara ọrụ ubi tupu mmiri amalite.,They finished the farm work before the rain started.,agriculture
PAR00966,Ụmụ akwụkwọ jụrụ ọtụtụ ajụjụ.,The students asked many questions.,education
PAR00967,Ka chi fo.,Good morning.,daily_conversation
PAR00968,Ndị egwu na-akpọ ngwá egwu.,The musicians play musical instruments.,culture
PAR00969,Ịrụkọ ọrụ ọnụ na-enyere ụmụ akwụkwọ aka.,Working together helps students.,education
PAR00970,Onye ọrụ na-arụsi ọrụ ike.,The employee works hard.,business
PAR00971,Ndị isi kpọrọ nzukọ.,The leaders called a meeting.,government
PAR00972,Ọkụkọ ahụ tọrọ akwa.,The chicken laid an egg.,agriculture
PAR00973,Ịṅụ mmiri dị mkpa.,Drinking water is important.,health
PAR00974,Ngwá ọrụ kwesịrị ịdị mma.,Equipment should be in good condition.,agriculture
PAR00975,Ụlọ ahịa ahụ meghere n'ụtụtụ.,The shop opened in the morning.,business
PAR00976,Ọgbọ ọhụrụ na-amụta ihe n'aka ndị okenye.,The new generation learns from elders.,culture
PAR00977,Ụmụaka kwesịrị ịmụta ezi omume.,Children should learn good behavior.,religion
PAR00978,Geography na-akụzi banyere ụwa.,Geography teaches about the world.,education
PAR00979,Onye ọchụnta ego malitere azụmahịa ọhụrụ.,The entrepreneur started a new business.,business
