id,igbo,english,domain
PAR00296,Agụmakwụkwọ na-emeghe ụzọ maka ọdịnihu.,Education opens the way to the future.,education
PAR00702,Ụlọ ọrụ ahụ natara iwu ahụ.,The company received the order.,business
PAR00252,"Eeh, achọrọ m mmiri.","Yes, I need water.",general
PAR00727,Anyị kwesịrị izere ịkekọrịta ihe ụfọdụ.,We should avoid sharing certain items.,health
PAR00462,Ahịhịa na-eto ngwa ngwa.,Grass grows quickly.,agriculture
PAR00456,Ụlọ ọgwụ ọha na-enyere ndị mmadụ aka.,Public hospitals help people.,government
PAR00976,Ọgbọ ọhụrụ na-amụta ihe n'aka ndị okenye.,The new generation learns from elders.,culture
PAR00816,Egwu na-ejikọta ndị mmadụ ọnụ.,Music brings people together.,culture
PAR00863,Ọ dị mkpa ịmụ ihe kwa ụbọchị.,It is important to study every day.,education
PAR00270,Nchọpụta dị mkpa na agụmakwụkwọ.,Research is important in education.,education
PAR00202,Onye ahịa enweghị afọ ojuju.,The customer is not satisfied.,business
PAR00162,Obodo ahụ nwere ọtụtụ ebe ofufe.,The town has many places of worship.,religion
PAR00556,Ụfọdụ ọrụ na-eji igwe eme ihe.,Some jobs use machines.,technology
PAR00730,Ndị obodo chọrọ ọrụ.,The citizens need jobs.,government
PAR00402,Ọ dị mma.,It is okay.,daily_conversation
PAR00703,Onye njikwa nwere nzukọ.,The manager has a meeting.,business
PAR00477,Azụmahịa ahụ toro ngwa ngwa.,The business grew quickly.,business
PAR00822,Nsonaazụ nyocha ahụ dị mma.,The test result is good.,health
PAR00772,Ha kelere Chineke maka nri.,They thanked God for the food.,religion
PAR00106,Ị nwere ike ịgwa m?,Can you tell me?,general
PAR00566,Ha tụlere atụmatụ azụmahịa ahụ.,They discussed the business plan.,business
PAR00390,Akụrụngwa kọmputa dị mkpa.,Computer hardware is important.,technology
PAR00002,Ụbọchị ahụ mara mma.,The day is beautiful.,general
PAR00918,Oge eruola.,It is time.,daily_conversation
PAR00962,Nkwenkwe na-enye ụfọdụ mmadụ ume.,Beliefs give some people strength.,religion
PAR00562,Ịgwa mmadụ okwu nwere ike inye aka.,Talking to someone can help.,health
PAR00081,Ụmụ akwụkwọ dere ule ha.,The students wrote their examination.,education
PAR00206,Kedu ihe ị na-eme?,What are you doing?,daily_conversation
PAR00035,Mepee ụzọ.,Open the door.,general
PAR00776,Gọọmenti na-echekwa ndekọ obodo.,The government keeps public records.,government
PAR00509,Obere azụmahịa na-emepụta ọrụ.,Small businesses create jobs.,government
PAR00428,Ana m aga ụlọ.,I am going home.,general
PAR00455,Ọdịnihu ga-adị mma.,The future will be good.,general
PAR00367,Onye ọrụ ahụ nwetara ọrụ ahụ.,The employee got the job.,business
PAR00092,Daalụ.,Thank you.,daily_conversation
PAR00340,Azụmahịa ahụ nwere nnukwu ihe ịma aka.,The business has a major challenge.,business
PAR00898,Ọmụmụ igwe bụ akụkụ nke ọgụgụ isi mmadụ.,Machine learning is part of artificial intelligence.,technology
PAR00565,Ọ wụnyere ngwanrọ ọhụrụ.,He installed new software.,technology
PAR00346,Atụrụ m egwu.,I am afraid.,general
PAR00777,Ọ dị mkpa ịmụta nkà ọhụrụ.,It is important to learn new skills.,technology
PAR00242,Ha gere okwu ahụ ntị.,They listened to the speech.,religion
PAR00014,Ndị obodo kwadebere maka emume ahụ.,The community prepared for the celebration.,culture
PAR00316,Onye ọrụ ugbo gara n'ubi.,The farmer went to the farm.,agriculture
PAR00601,Ụmụaka chọrọ nlekọta pụrụ iche.,Children need special care.,health
PAR00388,Nkuzi ahụ bara uru.,The lecture was useful.,education
PAR00274,Dee aha gị.,Write your name.,general
PAR00167,Aga m aga ugbu a.,I am leaving now.,daily_conversation
PAR00841,Ezinụlọ na-elekọta onye ọrịa.,The family takes care of the patient.,health
PAR00972,Ọkụkọ ahụ tọrọ akwa.,The chicken laid an egg.,agriculture
PAR00647,Dọkịta na-enyocha onye ọrịa.,The doctor examines the patient.,health
PAR00819,Gọọmenti na-emepụta ohere ọrụ.,The government creates job opportunities.,government
PAR00485,Ndị okenye na-akọ akụkọ banyere oge gara aga.,Elders tell stories about the past.,culture
PAR00960,Ọ gara ajụjụ ọnụ maka ọrụ.,He went for a job interview.,business
PAR00505,Nri ọdịnala na-egosi akụkọ obodo.,Traditional food reflects the history of a community.,culture
PAR00832,Ala a dị mma maka ịkụ ihe.,This soil is good for planting.,agriculture
PAR00244,Ụmụaka nyere nne na nna ha aka n'ubi.,The children helped their parents on the farm.,agriculture
PAR00567,Nwa akwụkwọ ahụ nwetara akara dị elu.,The student got a high mark.,education
PAR00876,Ndị nne na nna na-ahọrọ aha ụmụ ha nke ọma.,Parents choose their children's names carefully.,culture
PAR00563,Oké mmiri ozuzo nwere ike imebi ihe ubi.,Heavy rain can damage crops.,agriculture
PAR00687,Weebụsaịtị na-enye ozi.,A website provides information.,technology
PAR00190,Obi adịghị m ụtọ.,I am not happy.,daily_conversation
PAR00783,Ọ na-enyere ndị ọzọ aka mgbe niile.,He always helps others.,religion
PAR00700,Onye nkuzi guzoro n'ihu klaasị.,The teacher stood in front of the classroom.,education
PAR00476,Ịchekwa ahụike bụ ọrụ onye ọ bụla.,Protecting health is everyone's responsibility.,health
PAR00682,Ndị obodo na-echekwa ebe akụkọ ihe mere eme.,The community preserves historical places.,culture
PAR00511,Ọgụgụ isi mmadụ na-eji data amụta ihe.,Artificial intelligence learns from data.,technology
PAR00059,Ka anyị kwuo okwu.,Let us talk.,daily_conversation
PAR00475,Ịrụkọ ọrụ ọnụ na-eweta udo.,Working together brings peace.,religion
PAR00561,Nzukọ ahụ malitere n'elekere iri.,The meeting started at ten o'clock.,business
PAR00857,Ọ chekwaara akwụkwọ ahụ.,He saved the document.,technology
PAR00748,Ndị mmadụ na-agụ akwụkwọ okpukpe.,People read religious books.,religion
PAR00253,Ndị obodo na-akwadebe nri maka ndị ọbịa.,The community prepares food for visitors.,culture
PAR00022,Onye ọrụ ugbo na-elekọta ubi ya kwa ụbọchị.,The farmer takes care of his farm every day.,agriculture
PAR00314,Obodo chọrọ nchekwa.,The community needs security.,government
PAR00460,Ebee ka akwụkwọ ahụ dị?,Where is the book?,general
PAR00161,Ọ na-arịọ maka nduzi.,He asks for guidance.,religion
PAR00277,Achọrọ m iri nri.,I want to eat.,general
PAR00192,Anaghị m enwe ahụ ike.,I am not feeling well.,daily_conversation
PAR00386,Ọ dịghị ihe.,It is nothing.,daily_conversation
PAR00806,Onye ọrịa nwere ahụ ọkụ.,The patient has a fever.,health
PAR00414,Ọ dịghị mma.,It is not good.,daily_conversation
PAR00492,Anyị na-echeta akụkọ ndị nna nna anyị.,We remember the stories of our ancestors.,culture
PAR00344,Onye ahịa kwụrụ ụgwọ ngwaahịa ahụ.,The customer paid for the product.,business
PAR00770,Ndị inyom yi akwa mara mma.,The women wore beautiful clothing.,culture
PAR00309,Ọ dị mkpa ịkwanyere ndị ọzọ ùgwù.,It is important to respect others.,religion
PAR00662,Ọrịa nwere ike imerụ ihe ọkụkụ.,Diseases can harm crops.,agriculture
PAR00131,Ọ wuru weebụsaịtị.,He built a website.,technology
PAR00664,Onye nkuzi na-akụzi ụmụ akwụkwọ.,The teacher teaches the students.,education
PAR00872,Enweghị ụra nwere ike imetụta ahụike.,Lack of sleep can affect health.,health
PAR00100,Gọọmenti na-echekwa gburugburu ebe obibi.,The government protects the environment.,government
PAR00373,Onye na-ere ahịa na-ere uwe.,The trader sells clothes.,business
PAR00088,Ha na-amụ mgbakọ na mwepụ.,They study mathematics.,education
PAR00459,Gwa m ihe merenụ.,Tell me what happened.,daily_conversation
PAR00331,Ngwaahịa ahụ sitere n'obodo ọzọ.,The product came from another city.,business
PAR00215,Ụbọ aka bụ otu n'ime ngwá egwu ọdịnala.,The ubo-aka is one of the traditional musical instruments.,culture
PAR00467,Ikpe ziri ezi dị mkpa n'obodo.,Justice is important in a community.,government
PAR00122,Ọ na-ezu ike mgbe ọ gwụrụ ike.,He rests when he is tired.,health
PAR00615,Ala kpọrọ nkụ anaghị enyere ihe ọkụkụ aka.,Dry soil does not help crops.,agriculture
PAR00021,Onye ọrụ ugbo nwere ahụmahụ.,The farmer has experience.,agriculture
PAR00701,Chere obere oge.,Wait for a short while.,daily_conversation
PAR00072,Omume ahụike dị mkpa.,Healthy habits are important.,health
PAR00107,Ha ji ọgwụ chebe ihe ọkụkụ.,They used chemicals to protect the crops.,agriculture
PAR00271,Nwa akwụkwọ ahụ chọrọ enyemaka.,The student needs help.,education
PAR00861,Ha rere ọtụtụ ngwaahịa.,They sold many products.,business
PAR00436,Ụmụ akwụkwọ na-ede ihe.,The students are writing.,education
PAR00103,Lee nke a.,Look at this.,general
