english,igbo
a computer is an important device.,Kọmputa bụ ngwaọrụ dị mkpa.
he uses a computer to work.,Ọ na-eji kọmputa arụ ọrụ.
the computer is new.,Kọmputa ahụ dị ọhụrụ.
he learned how to use a computer.,Ọ mụtara otu esi eji kọmputa.
the internet connects people.,Ịntanetị na-ejikọta ndị mmadụ.
he uses the internet every day.,Ọ na-eji ịntanetị kwa ụbọchị.
the internet provides different information.,Ịntanetị na-enye ozi dị iche iche.
he found the information online.,Ọ chọtara ozi ahụ n'ịntanetị.
the internet helps students.,Ịntanetị na-enyere ụmụ akwụkwọ aka.
a phone is a commonly used device.,Ekwentị bụ ngwaọrụ a na-ejikarị eme ihe.
he has a new phone.,Ọ nwere ekwentị ọhụrụ.
he uses his phone to call his friend.,Ọ na-eji ekwentị kpọọ enyi ya.
the phone has a camera.,Ekwentị ahụ nwere igwefoto.
he took a photo with his phone.,Ọ sere foto site na ekwentị ya.
he sends messages by phone.,Ọ na-eziga ozi site na ekwentị.
the message arrived on time.,Ozi ahụ bịara n'oge.
he uses different applications.,Ọ na-eji ngwa dị iche iche.
the application helps people.,Ngwa ahụ na-enyere ndị mmadụ aka.
he downloaded a new application.,Ọ budatara ngwa ọhụrụ.
computer hardware is important.,Akụrụngwa kọmputa dị mkpa.
the device works well.,Ngwaọrụ ahụ na-arụ ọrụ nke ọma.
the computer stopped working.,Kọmputa ahụ kwụsịrị ịrụ ọrụ.
he called the technician.,Ọ kpọrọ onye na-ahụ maka teknụzụ.
the worker repaired the computer.,Onye ọrụ ahụ rụziri kọmputa.
hardware can become old.,Akụrụngwa nwere ike ịka nká.
computer software helps workers.,Ngwa kọmputa na-enyere ndị ọrụ aka.
he installed new software.,Ọ wụnyere ngwanrọ ọhụrụ.
the software is easy to use.,Ngwanrọ ahụ dị mfe iji.
the software has a problem.,Ngwanrọ ahụ nwere nsogbu.
the programmer writes code.,Onye mmemme na-ede koodu.
he studies computer programming.,Ọ na-amụ mmemme kọmputa.
the code works well.,Koodu ahụ na-arụ ọrụ nke ọma.
the programmer checked the code.,Onye mmemme nyochara koodu ahụ.
he found an error in the code.,Ọ chọtara njehie na koodu ahụ.
the error caused the program to stop.,Njehie ahụ mere ka mmemme kwụsị.
the programmer fixed the error.,Onye mmemme meziri njehie ahụ.
learning to code takes time.,Ịmụ koodu chọrọ oge.
he is learning a programming language.,Ọ na-amụ asụsụ mmemme.
python is a programming language.,Python bụ asụsụ mmemme.
a website provides information.,Weebụsaịtị na-enye ozi.
he built a website.,Ọ wuru weebụsaịtị.
the website is easy to use.,Weebụsaịtị ahụ dị mfe iji.
the web developer works on websites.,Onye nrụpụta weebụ na-arụ ọrụ na weebụsaịtị.
he works with web technology.,Ọ na-eji teknụzụ webụ arụ ọrụ.
it is important to protect data.,Ọ dị mkpa ichekwa data.
data can be important.,Data nwere ike ịdị mkpa.
he stores data in a database.,Ọ na-echekwa data n'ime nchekwa.
the database contains a lot of information.,Ebe nchekwa data nwere ọtụtụ ozi.
the administrator manages the database.,Onye nchịkwa na-elekọta nchekwa data.
a password protects an account.,Paswọọdụ na-echekwa akaụntụ.
he created a strong password.,Ọ mepụtara paswọọdụ siri ike.
it is important to keep a password secret.,Ọ dị mkpa izobe paswọọdụ.
internet security is important.,Nchekwa ịntanetị dị mkpa.
computer viruses can damage data.,Nje kọmputa nwere ike imebi data.
security software protects computers.,Ngwanrọ nchebe na-echebe kọmputa.
he installed security software.,Ọ wụnyere ngwanrọ nchebe.
it is important to update software.,Ọ dị mkpa imelite ngwanrọ.
the update fixed the problem.,Mmelite ahụ meziri nsogbu ahụ.
he backs up his files.,Ọ na-echekwa faịlụ ya.
the file is on the computer.,Faịlụ ahụ dị na kọmputa.
he opened the file.,Ọ mepere faịlụ ahụ.
he saved the document.,Ọ chekwaara akwụkwọ ahụ.
he sent the file.,Ọ zipụrụ faịlụ ahụ.
he received the file.,Ọ natara faịlụ ahụ.
email helps people send messages.,Email na-enyere ndị mmadụ izipu ozi.
he sent an email in the morning.,Ọ zitere email n'ụtụtụ.
he received a new email.,Ọ natara email ọhụrụ.
he replied to the email.,Ọ zara email ahụ.
he uses video to communicate.,Ọ na-eji vidio akparịta ụka.
online meetings are popular.,Nzukọ n'ịntanetị na-ewu ewu.
they held an online meeting.,Ha mere nzukọ n'ịntanetị.
the camera is not working.,Igwefoto ahụ anaghị arụ ọrụ.
the microphone is good.,Igwe okwu ahụ dị mma.
he uses technology for learning.,Ọ na-eji teknụzụ eme mmụta.
online learning helps students.,Ọmụmụ ihe n'ịntanetị na-enyere ụmụ akwụkwọ aka.
technology is changing the world.,Ụzụ na-agbanwe ụwa.
technology makes work easier.,Ụzụ na-eme ka ọrụ dị mfe.
some jobs use machines.,Ụfọdụ ọrụ na-eji igwe eme ihe.
machines can work quickly.,Igwè nwere ike ịrụ ọrụ ngwa ngwa.
a robot can perform some tasks.,Robot nwere ike ịrụ ụfọdụ ọrụ.
machine learning is part of artificial intelligence.,Ọmụmụ igwe bụ akụkụ nke ọgụgụ isi mmadụ.
artificial intelligence learns from data.,Ọgụgụ isi mmadụ na-eji data amụta ihe.
researchers study artificial intelligence.,Ndị nyocha na-amụ ọgụgụ isi mmadụ.
new technology appears every year.,Ụzụ ọhụrụ na-apụta kwa afọ.
people adopt new technology.,Ndị mmadụ na-anabata teknụzụ ọhụrụ.
it is important to learn new skills.,Ọ dị mkpa ịmụta nkà ọhụrụ.
computer skills help a person find a job.,Nkà kọmputa na-enyere mmadụ aka ịchọta ọrụ.
he is learning digital skills.,Ọ na-amụ nkà dijitalụ.
the company uses digital systems.,Ụlọ ọrụ ahụ na-eji usoro dijitalụ.
the system makes work faster.,Usoro ahụ na-eme ka ọrụ dị ngwa.
the worker checked the system.,Onye ọrụ nyochara usoro ahụ.
the system has a problem.,Usoro ahụ nwere nsogbu.
the engineer repaired the system.,Onye injinia meziri usoro ahụ.
it is important to use technology properly.,Ọ dị mkpa iji teknụzụ mee ihe nke ọma.
technology has advantages and disadvantages.,Ụzụ nwere uru na ọghọm.
people should use technology responsibly.,Ndị mmadụ kwesịrị iji teknụzụ mee ihe n'ụzọ ziri ezi.
technology helps community development.,Ụzụ na-enyere mmepe obodo aka.
the future will depend on technology.,Ọdịnihu ga-adabere n'ụzụ.
