id,igbo,english,domain,source
R1_00586,Ọ dị mkpa iji ego ọha mee ihe nke ọma.,It is important to use public money properly.,government,original_parallel
R1_00587,Ezi ọchịchị na-enyere obodo aka.,Good governance helps the community.,government,original_parallel
R1_00588,Ndị nyocha na-amụ ọgụgụ isi mmadụ.,Researchers study artificial intelligence.,technology,original_parallel
R1_00589,Ekele dịrị gị.,Thank you.,general,original_parallel
R1_00590,Obodo ahụ nwere ọtụtụ ebe ofufe.,The town has many places of worship.,religion,original_parallel
R1_00591,Ọnụ ahịa ngwaahịa ahụ dị elu.,The price of the product is high.,business,original_parallel
R1_00592,Ha na-amụ mgbakọ na mwepụ.,They study mathematics.,education,original_parallel
R1_00593,Nne kpọgara nwa ahụ ụlọ ọgwụ.,The mother took the child to the hospital.,health,original_parallel
R1_00594,Ọzụzụ na-enyere ndị ntorobịa aka.,Training helps young people.,government,original_parallel
R1_00595,Onye nchịkwa na-elekọta nchekwa data.,The administrator manages the database.,technology,original_parallel
R1_00596,Usoro ahụ na-eme ka ọrụ dị ngwa.,The system makes work faster.,technology,original_parallel
R1_00597,Ihu igwe dị mma.,The weather is good.,general,original_parallel
R1_00598,Ị chọrọ ihe ọ bụla?,Do you need anything?,general,original_parallel
R1_00599,Ụmụ akwụkwọ jụrụ ọtụtụ ajụjụ.,The students asked many questions.,education,original_parallel
R1_00600,Onye nkuzi zara ajụjụ ha.,The teacher answered their questions.,education,original_parallel
R1_00601,Egwu bụ akụkụ nke omenala Igbo.,Music is part of Igbo culture.,culture,original_parallel
R1_00602,Udo dị mkpa n'obodo.,Peace is important in a community.,religion,original_parallel
R1_00603,Ọ dị mkpa ịmụta nkà ọhụrụ.,It is important to learn new skills.,technology,original_parallel
R1_00604,Ka anyị gaa.,Let us go.,daily_conversation,original_parallel
R1_00605,Ọ na-asa aka ya tupu o rie nri.,He washes his hands before eating.,health,original_parallel
R1_00606,Gọọmenti kwere nkwa ịrụ ụzọ.,The government promised to build roads.,government,original_parallel
R1_00607,Ịkwanyere ndị okenye ùgwù bụ omenala dị mkpa.,Respecting elders is an important tradition.,culture,original_parallel
R1_00608,Ụmụaka nyere nne na nna ha aka n'ubi.,The children helped their parents on the farm.,agriculture,original_parallel
R1_00609,Ngwanrọ ahụ nwere nsogbu.,The software has a problem.,technology,original_parallel
R1_00610,Ndị nne na nna na-ahọrọ aha ụmụ ha nke ọma.,Parents choose their children's names carefully.,culture,original_parallel
R1_00611,Ọ na-enwe ihe mgbu n'ahụ.,He has pain in his body.,health,original_parallel
R1_00612,Obi adịghị m ụtọ.,I am not happy.,daily_conversation,original_parallel
R1_00613,Anyị kwesịrị izere ịkekọrịta ihe ụfọdụ.,We should avoid sharing certain items.,health,original_parallel
R1_00614,Zipụ m ozi.,Send me a message.,daily_conversation,original_parallel
R1_00615,Ndị obodo na-akwado ibe ha.,Members of the community support one another.,religion,original_parallel
R1_00616,Ha rere ọtụtụ ngwaahịa.,They sold many products.,business,original_parallel
R1_00617,Ndị mmadụ nwere nkwenkwe dị iche iche.,People have different beliefs.,religion,original_parallel
R1_00618,Ha na-akụ mkpụrụ n'ahịrị.,They plant seeds in rows.,agriculture,original_parallel
R1_00619,Mepee akwụkwọ.,Open the book.,general,original_parallel
R1_00620,Usoro ahụ nwere nsogbu.,The system has a problem.,technology,original_parallel
R1_00621,Ebee ka ị nọ?,Where are you?,daily_conversation,original_parallel
R1_00622,Ụlọ akwụkwọ ahụ nwere ọtụtụ klaasị.,The school has many classrooms.,education,original_parallel
R1_00623,Ụlọ akwụkwọ ọha na-enye agụmakwụkwọ.,Public schools provide education.,government,original_parallel
R1_00624,Ụmụ akwụkwọ dere ule ha.,The students wrote their examination.,education,original_parallel
R1_00625,Nwa akwụkwọ ahụ gbaziri akwụkwọ.,The student borrowed a book.,education,original_parallel
R1_00626,Nke a bụ akwụkwọ.,This is a book.,general,original_parallel
R1_00627,Ha debere ego n'ụlọ akụ.,They deposited money in the bank.,business,original_parallel
R1_00628,Ọ dịghị mma ịṅụ ọgwụ n'enweghị ndụmọdụ.,It is not good to take medicine without advice.,health,original_parallel
R1_00629,Ụlọ ọhụrụ ahụ na-ewu.,The new building is being constructed.,government,original_parallel
R1_00630,Echiche ahụ dị mma.,That idea is good.,daily_conversation,original_parallel
R1_00631,Dee aha gị.,Write your name.,general,original_parallel
R1_00632,Ajụjụ ahụ dị mfe.,The question is easy.,education,original_parallel
R1_00633,Ekwentị bụ ngwaọrụ a na-ejikarị eme ihe.,A phone is a commonly used device.,technology,original_parallel
R1_00634,Ndị nne na nna na-akụziri ụmụ ha nkwenkwe ha.,Parents teach their children their beliefs.,religion,original_parallel
R1_00635,Ndị mmadụ gere ozi ọma ahụ ntị.,People listened to the sermon.,religion,original_parallel
R1_00636,Mgbasa ozi ahụ dọtara ọtụtụ ndị ahịa.,The advertisement attracted many customers.,business,original_parallel
R1_00637,Ana m arụ ọrụ.,I am working.,general,original_parallel
R1_00638,Ị nwere oge?,Do you have time?,daily_conversation,original_parallel
R1_00639,Ndị mmadụ na-arụkọ ọrụ ọnụ.,People work together.,religion,original_parallel
R1_00640,Onye nkuzi na-akụzi ụmụ akwụkwọ.,The teacher teaches the students.,education,original_parallel
R1_00641,Aga m ahụ gị ma emechaa.,I will see you later.,daily_conversation,original_parallel
R1_00642,Emume ahụ gara nke ọma.,The celebration went well.,culture,original_parallel
R1_00643,Ha nyere onye ahịa aka.,They helped the customer.,business,original_parallel
R1_00644,Ọ na-ekele Chineke kwa ụbọchị.,He thanks God every day.,religion,original_parallel
R1_00645,Chere ntakịrị.,Wait a moment.,general,original_parallel
R1_00646,Ka chi fo.,good morning.,daily_conversation,iterative_back_translation_round_1
R1_00647,Nzukọ ahụ malitere n'elekere iri.,The meeting started at ten o'clock.,business,original_parallel
R1_00648,Gọọmenti na-emepụta ohere ọrụ.,The government creates job opportunities.,government,original_parallel
R1_00649,Ọ dịghị ihe mere.,Nothing happened.,daily_conversation,original_parallel
R1_00650,Ndị obodo chọrọ ọrụ.,The citizens need jobs.,government,original_parallel
R1_00651,Ha kwadebere nri maka ndị ọbịa.,They prepared food for the visitors.,religion,original_parallel
R1_00652,Ọgbọ ọhụrụ na-amụta ihe n'aka ndị okenye.,The new generation learns from elders.,culture,original_parallel
R1_00653,Ahụike dị ezigbo mkpa.,Health is very important.,health,original_parallel
R1_00654,Ịntanetị na-enye ozi dị iche iche.,The internet provides different information.,technology,original_parallel
R1_00655,Nri ahụ dị ụtọ.,The food is delicious.,general,original_parallel
R1_00656,Ọ zitere email n'ụtụtụ.,He sent an email in the morning.,technology,original_parallel
R1_00657,Ndị uwe ojii na-arụ ọrụ ha.,The police officers do their work.,government,original_parallel
R1_00658,Ịrụ ọrụ ebere dị mkpa.,Charity work is important.,religion,original_parallel
R1_00659,Ụmụaka kwesịrị ịga ụlọ akwụkwọ.,Children should go to school.,education,original_parallel
R1_00660,Vitamin na-enyere ahụ aka.,Vitamins help the body.,health,original_parallel
R1_00661,Ndị nne na nna na-akụziri ụmụ ha Igbo.,Parents teach their children Igbo.,culture,original_parallel
R1_00662,Ọ na-eme ihe omume ụlọ.,He does homework.,education,original_parallel
R1_00663,Onye njikwa nwere nzukọ.,The manager has a meeting.,business,original_parallel
R1_00664,Egwu na-ejikọta ndị mmadụ ọnụ.,Music brings people together.,culture,original_parallel
R1_00665,Ọ dịghị mma.,It is not good.,daily_conversation,original_parallel
R1_00666,Akwụkwọ nri ahụ dị ọhụrụ.,The vegetables are fresh.,agriculture,original_parallel
R1_00667,Onye nkuzi nyere ndụmọdụ.,The teacher gave advice.,education,original_parallel
R1_00668,Ụmụ akwụkwọ nọ ọdụ n'oche.,The students are sitting on chairs.,education,original_parallel
R1_00669,Ụlọ ọrụ ahụ na-enye ọrụ dị iche iche.,The company provides different services.,business,original_parallel
R1_00670,Ụmụ akwụkwọ mahadum na-eme nchọpụta.,University students conduct research.,education,original_parallel
R1_00671,Ha rere akwụkwọ nri n'ahịa.,They sold vegetables at the market.,agriculture,original_parallel
R1_00672,Ọdịnihu ga-adị mma.,The future will be good.,general,original_parallel
R1_00673,Ụmụ akwụkwọ na-eji kọmputa amụ ihe.,Students use computers to learn.,education,original_parallel
R1_00674,Onye ọrịa kwesịrị ịṅụ ọgwụ n'oge.,The patient should take the medicine on time.,health,original_parallel
R1_00675,Ọ zara email ahụ.,He replied to the email.,technology,original_parallel
R1_00676,Ọ dị mkpa ịmụ ihe kwa ụbọchị.,It is important to study every day.,education,original_parallel
R1_00677,Ọ bụ elekere asatọ.,It is eight o'clock.,daily_conversation,original_parallel
R1_00678,Ọ na-enwe ahụ ọkụ kemgbe ụbọchị abụọ.,He has had a fever for two days.,health,original_parallel
R1_00679,Nkuzi ahụ bara uru.,The teaching was useful.,religion,original_parallel
R1_00680,Nkuzi ahụ bara uru.,The lecture was useful.,education,original_parallel
R1_00681,Onye ọrụ ugbo zụtara mkpụrụ ọka.,The farmer bought maize seeds.,agriculture,original_parallel
R1_00682,Ọtụtụ mmadụ na-azụ ngwaahịa a.,Many people buy this product.,business,original_parallel
R1_00683,Ha nwere ọtụtụ ọkụkọ.,They have many chickens.,agriculture,original_parallel
R1_00684,Anyị kwesịrị ịmụta ihe n'akụkọ ihe mere eme.,We should learn from history.,culture,original_parallel
R1_00685,Ọ gara nyocha ahụike.,He went for a medical checkup.,health,original_parallel
R1_00686,Ụtụ isi na-enyere gọọmenti aka.,Taxes help the government.,government,original_parallel
R1_00687,Ọ nwere ekwentị ọhụrụ.,He has a new phone.,technology,original_parallel
R1_00688,Anọ m na-aga ahịa.,I am going to the market.,daily_conversation,original_parallel
R1_00689,Ndị mmadụ kwesịrị iji teknụzụ mee ihe n'ụzọ ziri ezi.,People should use technology responsibly.,technology,original_parallel
R1_00690,Gọọmenti na-akwado agụmakwụkwọ.,The government supports education.,government,original_parallel
R1_00691,Ha na-agba mmiri n'oge ọkọchị.,They irrigate during the dry season.,agriculture,original_parallel
R1_00692,Daalụ.,Thank you.,daily_conversation,original_parallel
R1_00693,Okpukpe na-akụzi ịhụnanya.,Religion teaches love.,religion,original_parallel
R1_00694,Ịrụsi ọrụ ike na-enyere azụmahịa aka.,Hard work helps a business.,business,original_parallel
R1_00695,Ụra na-agụ m.,I am sleepy.,daily_conversation,original_parallel
R1_00696,Bịa ebe a.,Come here.,daily_conversation,original_parallel
R1_00697,Ndị obodo nwere ikike.,The citizens have rights.,government,original_parallel
R1_00698,Gọọmenti na-arụ ọrụ iji meziwanye ndụ.,The government works to improve life.,government,original_parallel
R1_00699,Anọ m ebe a.,I am here.,daily_conversation,original_parallel
R1_00700,Kwuo nwayọọ.,Speak slowly.,daily_conversation,original_parallel
R1_00701,Mmelite ahụ meziri nsogbu ahụ.,The update fixed the problem.,technology,original_parallel
R1_00702,Ọ chọtara njehie na koodu ahụ.,He found an error in the code.,technology,original_parallel
R1_00703,Ndekọ ahụ nwere ozi dị mkpa.,The record contains important information.,government,original_parallel
R1_00704,Ọrụ ugbo na-enyere obodo aka ito eto.,Agriculture helps the community develop.,agriculture,original_parallel
R1_00705,Ọrịa nwere ike imetụta mmadụ.,Disease can affect a person.,health,original_parallel
R1_00706,Gọọmenti na-enye akwụkwọ ikike.,The government issues licenses.,government,original_parallel
R1_00707,Onye ọrụ ugbo na-arụsi ọrụ ike n'ubi.,the farmer works hard.,agriculture,iterative_back_translation_round_1
R1_00708,Akpịrị na-akpọ m nkụ.,I am thirsty.,daily_conversation,original_parallel
R1_00709,Iwu na-enyere aka idobe udo.,Laws help maintain peace.,government,original_parallel
R1_00710,Ọ sere foto site na ekwentị ya.,He took a photo with his phone.,technology,original_parallel
R1_00711,Ọ kwụrụ ụgwọ site na ụlọ akụ.,He paid through the bank.,business,original_parallel
R1_00712,Ndidi bụ omume ọma.,Patience is a good quality.,religion,original_parallel
R1_00713,Ndo.,Sorry.,daily_conversation,original_parallel
R1_00714,Ọtụtụ ihe ka anyị nwere ike ime.,There are many things we can do.,general,original_parallel
R1_00715,Mkpụrụ osisi dị mma maka ahụike.,Fruits are good for health.,health,original_parallel
R1_00716,Nyocha ahụike mgbe niile dị mkpa.,Regular health checkups are important.,health,original_parallel
R1_00717,Onye nkuzi nyere akara.,The teacher gave marks.,education,original_parallel
R1_00718,Igwefoto ahụ anaghị arụ ọrụ.,The camera is not working.,technology,original_parallel
R1_00719,Aha bụ akụkụ dị mkpa nke omenala.,Names are an important part of culture.,culture,original_parallel
R1_00720,Nkwenkwe na-enye ụfọdụ mmadụ ume.,Beliefs give some people strength.,religion,original_parallel
R1_00721,Ọ dị m ka ike gwụrụ m.,I feel tired.,general,original_parallel
R1_00722,Ndị mmadụ na-akwụ ụtụ isi.,People pay taxes.,government,original_parallel
R1_00723,Ịnabata ọbịa bụ omenala dị mkpa.,Welcoming visitors is an important tradition.,culture,original_parallel
R1_00724,Ndị mmadụ na-enyere ndị nọ na mkpa aka.,people help one another.,religion,iterative_back_translation_round_1
R1_00725,Anyị kwesịrị ịkwado ndị ọrụ ugbo.,We should support farmers.,agriculture,original_parallel
R1_00726,Mmiri na-enyere ahụ aka.,Water helps the body.,health,original_parallel
R1_00727,Anyị kụrụ osikapa n'ubi.,We planted rice on the farm.,agriculture,original_parallel
R1_00728,Ụlọ ikpe na-eleba anya n'okwu iwu.,The court handles legal matters.,government,original_parallel
R1_00729,Ọbara mgbali elu nwere ike ịdị ize ndụ.,High blood pressure can be dangerous.,health,original_parallel
R1_00730,Ịgwa mmadụ okwu nwere ike inye aka.,Talking to someone can help.,health,original_parallel
R1_00731,Onye mmemme nyochara koodu ahụ.,The programmer checked the code.,technology,original_parallel
R1_00732,Ọ na-eji kọmputa arụ ọrụ.,He uses a computer to work.,technology,original_parallel
R1_00733,Ọ masịrị m.,I like it.,general,original_parallel
R1_00734,Ahụ mmadụ chọrọ ezigbo nri.,The human body needs good food.,health,original_parallel
R1_00735,Nna m gara ọrụ.,My father went to work.,general,original_parallel
R1_00736,Ọ na-arịọ maka nduzi.,He asks for guidance.,religion,original_parallel
R1_00737,Gọọmenti na-akwado ahụike ọha.,The government supports public health.,government,original_parallel
R1_00738,Ị kwuru eziokwu.,You are right.,daily_conversation,original_parallel
R1_00739,Ụlọ ọrụ ahụ na-eji usoro dijitalụ.,The company uses digital systems.,technology,original_parallel
R1_00740,Ụlọ ọrụ ahụ na-achọ ndị ọrụ ọhụrụ.,The company is looking for new employees.,business,original_parallel
R1_00741,Ịntanetị na-enyere ụmụ akwụkwọ aka.,The internet helps students.,technology,original_parallel
R1_00742,Nne ochie kọrọ akụkọ n'abalị.,The grandmother told a story at night.,culture,original_parallel
R1_00743,Achọrọ m enyemaka.,I need help.,general,original_parallel
R1_00744,Ọ chọtara ozi ahụ n'ịntanetị.,He found the information online.,technology,original_parallel
R1_00745,Akụkọ ndị nna nna dị mkpa.,The stories of ancestors are important.,culture,original_parallel
R1_00746,Aga m enyere gị aka.,I will help you.,daily_conversation,original_parallel
R1_00747,Asụsụ na-echekwa akụkọ obodo.,Language preserves the history of a community.,culture,original_parallel
R1_00748,Onye ọrịa nwere ụkwara.,The patient has a cough.,health,original_parallel
R1_00749,Ọ kpọrọ onye na-ahụ maka teknụzụ.,He called the technician.,technology,original_parallel
R1_00750,Ha nyere ezinụlọ ahụ nri.,They gave the family food.,religion,original_parallel
R1_00751,Achọrọ m ịmụ ihe.,I want to learn.,general,original_parallel
R1_00752,Emume okpukpe na-ejikọta ezinụlọ ọnụ.,Religious celebrations bring families together.,religion,original_parallel
R1_00753,Ụmụ akwụkwọ chọrọ ezigbo akụrụngwa.,Students need good learning resources.,education,original_parallel
R1_00754,Ndị mmadụ kesara nri.,People shared food.,religion,original_parallel
R1_00755,Polis na-echekwa obodo.,The police protect the community.,government,original_parallel
R1_00756,Ọ na-enwe ahụ ọkụ.,he has a fever.,health,iterative_back_translation_round_1
R1_00757,Ọ gbakere mgbe ọ nwetara ọgwụgwọ.,He recovered after receiving treatment.,health,original_parallel
R1_00758,Atụmatụ ahụ dị mma.,The plan is good.,business,original_parallel
R1_00759,A mere m nke ọma.,i am well.,daily_conversation,iterative_back_translation_round_1
R1_00760,Ọ dị mkpa ịgba ọgwụ mgbochi ọrịa.,It is important to get vaccinated.,health,original_parallel
R1_00761,Azụmahịa na-enye ndị mmadụ ohere ọrụ.,Business provides people with job opportunities.,business,original_parallel
R1_00762,Ụlọ ọgwụ ahụ dị nso.,The hospital is nearby.,health,original_parallel
R1_00763,Igbo bụ asụsụ ndị Igbo.,Igbo is the language of the Igbo people.,culture,original_parallel
R1_00764,Nchọpụta dị mkpa na agụmakwụkwọ.,Research is important in education.,education,original_parallel
R1_00765,Abịa m ugbu a.,I am coming now.,daily_conversation,original_parallel
R1_00766,Ụbọchị ahụ mara mma.,The day is beautiful.,general,original_parallel
R1_00767,Ụzụ ọhụrụ na-apụta kwa afọ.,New technology appears every year.,technology,original_parallel
R1_00768,Ahịhịa na-eto ngwa ngwa.,Grass grows quickly.,agriculture,original_parallel
R1_00769,Aghọtara m.,I understand.,general,original_parallel
R1_00770,Ndị mmadụ na-arụkọ ọrụ na gọọmenti.,People work together with the government.,government,original_parallel
R1_00771,Ụlọ ọrụ ahụ tụfuru ego.,The company lost money.,business,original_parallel
R1_00772,Ọ na-arịa isi.,He has a headache.,health,original_parallel
R1_00773,Ndị mmadụ na-agụ akwụkwọ okpukpe.,People read religious books.,religion,original_parallel
R1_00774,Ehihie ọma.,Good afternoon.,daily_conversation,original_parallel
R1_00775,Enwere m olileanya.,I have hope.,general,original_parallel
R1_00776,Anyị kwesịrị ige ndụmọdụ ndị okenye ntị.,We should listen to elders' advice.,culture,original_parallel
R1_00777,Atụmatụ ahụ bụ maka mmepe obodo.,The plan is for community development.,government,original_parallel
R1_00778,Gọọmenti na-enye ọrụ ọha.,The government provides public services.,government,original_parallel
R1_00779,Uwe ọdịnala ahụ mara mma.,The traditional clothing is beautiful.,culture,original_parallel
R1_00780,Aga m akpọ gị echi.,I will call you tomorrow.,daily_conversation,original_parallel
R1_00781,Nna ahụ na-ekpe ekpere kwa ụtụtụ.,The father prays every morning.,religion,original_parallel
R1_00782,Ọmụmụ ihe n'ịntanetị na-ewu ewu.,Online learning is popular.,education,original_parallel
R1_00783,Ebee ka ị bi?,Where do you live?,general,original_parallel
R1_00784,Ndị mmadụ nabatara onye ọbịa.,The people welcomed the visitor.,religion,original_parallel
R1_00785,Gwa m ihe merenụ.,Tell me what happened.,daily_conversation,original_parallel
R1_00786,Ha mere ọrụ otu.,They did group work.,education,original_parallel
R1_00787,Ndị mmadụ na-ahọpụta ndị isi.,People elect leaders.,government,original_parallel
R1_00788,Ndị mmadụ na-anabata teknụzụ ọhụrụ.,People adopt new technology.,technology,original_parallel
R1_00789,Nwa ahụ nwere ahụ ọkụ.,The child has a fever.,health,original_parallel
R1_00790,Isi na-arịa ya nke ukwuu.,He has a severe headache.,health,original_parallel
R1_00791,Aghọtaghị m.,I do not understand.,general,original_parallel
R1_00792,Ndị ntorobịa na-akwado omenala ha.,Young people support their culture.,culture,original_parallel
R1_00793,Ọ na-echekwa data n'ime nchekwa.,He stores data in a database.,technology,original_parallel
R1_00794,Ọrụ ugbo bụ isi iyi nke ego.,Farming is a source of income.,agriculture,original_parallel
R1_00795,Ọ zipụrụ faịlụ ahụ.,He sent the file.,technology,original_parallel
R1_00796,"Ee, enwere m ekwentị.","Yes, I have a phone.",daily_conversation,original_parallel
R1_00797,Nnyocha ahịa nyere aka.,The market research was helpful.,business,original_parallel
R1_00798,Ọ gara ahịa.,He went to the market.,general,original_parallel
R1_00799,Ọmụmụ ihe n'ịntanetị na-enyere ụmụ akwụkwọ aka.,Online learning helps students.,technology,original_parallel
R1_00800,Oge eruola.,It is time.,daily_conversation,original_parallel
R1_00801,Ebe nchekwa data nwere ọtụtụ ozi.,The database contains a lot of information.,technology,original_parallel
R1_00802,Ndị mmadụ na-eji egwu eme emume.,People use music for celebrations.,culture,original_parallel
R1_00803,Gọọmenti mere iwu ọhụrụ.,The government made a new law.,government,original_parallel
R1_00804,Ehi ahụ na-enye mmiri ara.,The cow gives milk.,agriculture,original_parallel
R1_00805,Onye ọrụ ugbo na-achọpụta ọrịa n'osisi.,The farmer detects disease in the plants.,agriculture,original_parallel
